areaCode,areaName,areaType,date,newCasesByPublishDate,newDeaths28DaysByPublishDate,newVirusTestsByPublishDate
E12000003,Yorkshire and The Humber,region,18/08/2021,3297,6,
E12000003,Yorkshire and The Humber,region,17/08/2021,2368,24,
E12000003,Yorkshire and The Humber,region,16/08/2021,2546,3,
E12000003,Yorkshire and The Humber,region,15/08/2021,2882,11,
E12000003,Yorkshire and The Humber,region,14/08/2021,2933,13,
E12000003,Yorkshire and The Humber,region,13/08/2021,3029,12,
E12000003,Yorkshire and The Humber,region,12/08/2021,3289,14,
E12000003,Yorkshire and The Humber,region,11/08/2021,3307,17,
E12000003,Yorkshire and The Humber,region,10/08/2021,2398,27,
E12000003,Yorkshire and The Humber,region,09/08/2021,2732,0,
E12000003,Yorkshire and The Humber,region,08/08/2021,2661,3,
E12000003,Yorkshire and The Humber,region,07/08/2021,3228,16,
E12000003,Yorkshire and The Humber,region,06/08/2021,3436,12,
E12000003,Yorkshire and The Humber,region,05/08/2021,3241,7,
E12000003,Yorkshire and The Humber,region,04/08/2021,3238,12,
E12000003,Yorkshire and The Humber,region,03/08/2021,2463,13,
E12000003,Yorkshire and The Humber,region,02/08/2021,2324,1,
E12000003,Yorkshire and The Humber,region,01/08/2021,2818,6,
E12000003,Yorkshire and The Humber,region,31/07/2021,2879,7,
E12000003,Yorkshire and The Humber,region,30/07/2021,3259,9,
E12000003,Yorkshire and The Humber,region,29/07/2021,3249,14,
E12000003,Yorkshire and The Humber,region,28/07/2021,2932,11,
E12000003,Yorkshire and The Humber,region,27/07/2021,2024,19,
E12000003,Yorkshire and The Humber,region,26/07/2021,2628,0,
E12000003,Yorkshire and The Humber,region,25/07/2021,2749,3,
E12000003,Yorkshire and The Humber,region,24/07/2021,3383,6,
E12000003,Yorkshire and The Humber,region,23/07/2021,3756,8,
E12000003,Yorkshire and The Humber,region,22/07/2021,4259,5,
E12000003,Yorkshire and The Humber,region,21/07/2021,4804,11,
E12000003,Yorkshire and The Humber,region,20/07/2021,4030,12,
E12000003,Yorkshire and The Humber,region,19/07/2021,4227,2,
E12000003,Yorkshire and The Humber,region,18/07/2021,4964,2,
E12000003,Yorkshire and The Humber,region,17/07/2021,6445,5,
E12000003,Yorkshire and The Humber,region,16/07/2021,5243,4,
E12000003,Yorkshire and The Humber,region,15/07/2021,5334,3,
E12000003,Yorkshire and The Humber,region,14/07/2021,4653,9,
E12000003,Yorkshire and The Humber,region,13/07/2021,3902,2,
E12000003,Yorkshire and The Humber,region,12/07/2021,3632,1,
E12000003,Yorkshire and The Humber,region,11/07/2021,3515,0,
E12000003,Yorkshire and The Humber,region,10/07/2021,3559,1,
E12000003,Yorkshire and The Humber,region,09/07/2021,3922,2,
E12000003,Yorkshire and The Humber,region,08/07/2021,3907,4,
E12000003,Yorkshire and The Humber,region,07/07/2021,3636,1,
E12000003,Yorkshire and The Humber,region,06/07/2021,2970,2,
E12000003,Yorkshire and The Humber,region,05/07/2021,2967,1,
E12000003,Yorkshire and The Humber,region,04/07/2021,2557,1,
E12000003,Yorkshire and The Humber,region,03/07/2021,2736,1,
E12000003,Yorkshire and The Humber,region,02/07/2021,2543,4,
E12000003,Yorkshire and The Humber,region,01/07/2021,2810,1,
E12000003,Yorkshire and The Humber,region,30/06/2021,2647,3,
E12000003,Yorkshire and The Humber,region,29/06/2021,2014,3,
E12000003,Yorkshire and The Humber,region,28/06/2021,2289,0,
E12000003,Yorkshire and The Humber,region,27/06/2021,1229,2,
E12000003,Yorkshire and The Humber,region,26/06/2021,1996,2,
E12000003,Yorkshire and The Humber,region,25/06/2021,1524,0,
E12000003,Yorkshire and The Humber,region,24/06/2021,1571,1,
E12000003,Yorkshire and The Humber,region,23/06/2021,1521,1,
E12000003,Yorkshire and The Humber,region,22/06/2021,965,6,
E12000003,Yorkshire and The Humber,region,21/06/2021,991,0,
E12000003,Yorkshire and The Humber,region,20/06/2021,937,0,
E12000003,Yorkshire and The Humber,region,19/06/2021,991,1,
E12000003,Yorkshire and The Humber,region,18/06/2021,953,2,
E12000003,Yorkshire and The Humber,region,17/06/2021,941,1,
E12000003,Yorkshire and The Humber,region,16/06/2021,802,0,
E12000003,Yorkshire and The Humber,region,15/06/2021,674,0,
E12000003,Yorkshire and The Humber,region,14/06/2021,635,0,
E12000003,Yorkshire and The Humber,region,13/06/2021,553,0,
E12000003,Yorkshire and The Humber,region,12/06/2021,700,3,
E12000003,Yorkshire and The Humber,region,11/06/2021,741,1,
E12000003,Yorkshire and The Humber,region,10/06/2021,607,0,
E12000003,Yorkshire and The Humber,region,09/06/2021,707,2,
E12000003,Yorkshire and The Humber,region,08/06/2021,541,0,
E12000003,Yorkshire and The Humber,region,07/06/2021,557,0,
E12000003,Yorkshire and The Humber,region,06/06/2021,494,2,
E12000003,Yorkshire and The Humber,region,05/06/2021,482,0,
E12000003,Yorkshire and The Humber,region,04/06/2021,465,2,
E12000003,Yorkshire and The Humber,region,03/06/2021,421,1,
E12000003,Yorkshire and The Humber,region,02/06/2021,363,4,
E12000003,Yorkshire and The Humber,region,01/06/2021,289,0,
E12000003,Yorkshire and The Humber,region,31/05/2021,279,1,
E12000003,Yorkshire and The Humber,region,30/05/2021,325,0,
E12000003,Yorkshire and The Humber,region,29/05/2021,270,1,
E12000003,Yorkshire and The Humber,region,28/05/2021,343,1,
E12000003,Yorkshire and The Humber,region,27/05/2021,305,1,
E12000003,Yorkshire and The Humber,region,26/05/2021,335,1,
E12000003,Yorkshire and The Humber,region,25/05/2021,269,4,
E12000003,Yorkshire and The Humber,region,24/05/2021,251,0,
E12000003,Yorkshire and The Humber,region,23/05/2021,275,1,
E12000003,Yorkshire and The Humber,region,22/05/2021,271,0,
E12000003,Yorkshire and The Humber,region,21/05/2021,357,0,
E12000003,Yorkshire and The Humber,region,20/05/2021,294,1,
E12000003,Yorkshire and The Humber,region,19/05/2021,321,2,
E12000003,Yorkshire and The Humber,region,18/05/2021,0,4,
E12000003,Yorkshire and The Humber,region,17/05/2021,239,0,
E12000003,Yorkshire and The Humber,region,16/05/2021,243,0,
E12000003,Yorkshire and The Humber,region,15/05/2021,268,4,
E12000003,Yorkshire and The Humber,region,14/05/2021,291,4,
E12000003,Yorkshire and The Humber,region,13/05/2021,333,2,
E12000003,Yorkshire and The Humber,region,12/05/2021,342,2,
E12000003,Yorkshire and The Humber,region,11/05/2021,315,7,
E12000003,Yorkshire and The Humber,region,10/05/2021,319,0,
E12000003,Yorkshire and The Humber,region,09/05/2021,244,0,
E12000003,Yorkshire and The Humber,region,08/05/2021,305,2,
E12000003,Yorkshire and The Humber,region,07/05/2021,350,4,
E12000003,Yorkshire and The Humber,region,06/05/2021,406,3,
E12000003,Yorkshire and The Humber,region,05/05/2021,337,4,
E12000003,Yorkshire and The Humber,region,04/05/2021,295,0,
E12000003,Yorkshire and The Humber,region,03/05/2021,250,0,
E12000003,Yorkshire and The Humber,region,02/05/2021,259,1,
E12000003,Yorkshire and The Humber,region,01/05/2021,384,2,
E12000003,Yorkshire and The Humber,region,30/04/2021,401,1,
E12000003,Yorkshire and The Humber,region,29/04/2021,367,4,
E12000003,Yorkshire and The Humber,region,28/04/2021,369,3,
E12000003,Yorkshire and The Humber,region,27/04/2021,361,2,
E12000003,Yorkshire and The Humber,region,26/04/2021,282,0,
E12000003,Yorkshire and The Humber,region,25/04/2021,324,0,
E12000003,Yorkshire and The Humber,region,24/04/2021,362,4,
E12000003,Yorkshire and The Humber,region,23/04/2021,381,13,
E12000003,Yorkshire and The Humber,region,22/04/2021,430,5,
E12000003,Yorkshire and The Humber,region,21/04/2021,417,3,
E12000003,Yorkshire and The Humber,region,20/04/2021,307,8,
E12000003,Yorkshire and The Humber,region,19/04/2021,452,2,
E12000003,Yorkshire and The Humber,region,18/04/2021,300,2,
E12000003,Yorkshire and The Humber,region,17/04/2021,307,7,
E12000003,Yorkshire and The Humber,region,16/04/2021,368,3,
E12000003,Yorkshire and The Humber,region,15/04/2021,405,6,
E12000003,Yorkshire and The Humber,region,14/04/2021,493,14,
E12000003,Yorkshire and The Humber,region,13/04/2021,403,4,
E12000003,Yorkshire and The Humber,region,12/04/2021,496,5,
E12000003,Yorkshire and The Humber,region,11/04/2021,424,3,
E12000003,Yorkshire and The Humber,region,10/04/2021,456,4,
E12000003,Yorkshire and The Humber,region,09/04/2021,0,10,
E12000003,Yorkshire and The Humber,region,08/04/2021,609,6,
E12000003,Yorkshire and The Humber,region,07/04/2021,408,5,
E12000003,Yorkshire and The Humber,region,06/04/2021,383,3,
E12000003,Yorkshire and The Humber,region,05/04/2021,589,3,
E12000003,Yorkshire and The Humber,region,04/04/2021,384,5,
E12000003,Yorkshire and The Humber,region,03/04/2021,613,0,
E12000003,Yorkshire and The Humber,region,02/04/2021,540,9,
E12000003,Yorkshire and The Humber,region,01/04/2021,730,7,
E12000003,Yorkshire and The Humber,region,31/03/2021,669,9,
E12000003,Yorkshire and The Humber,region,30/03/2021,598,8,
E12000003,Yorkshire and The Humber,region,29/03/2021,781,1,
E12000003,Yorkshire and The Humber,region,28/03/2021,627,4,
E12000003,Yorkshire and The Humber,region,27/03/2021,716,5,
E12000003,Yorkshire and The Humber,region,26/03/2021,1064,9,
E12000003,Yorkshire and The Humber,region,25/03/2021,1054,8,
E12000003,Yorkshire and The Humber,region,24/03/2021,969,15,
E12000003,Yorkshire and The Humber,region,23/03/2021,878,16,
E12000003,Yorkshire and The Humber,region,22/03/2021,851,0,
E12000003,Yorkshire and The Humber,region,21/03/2021,811,3,
E12000003,Yorkshire and The Humber,region,20/03/2021,885,9,
E12000003,Yorkshire and The Humber,region,19/03/2021,872,13,
E12000003,Yorkshire and The Humber,region,18/03/2021,1005,12,
E12000003,Yorkshire and The Humber,region,17/03/2021,844,23,
E12000003,Yorkshire and The Humber,region,16/03/2021,809,10,
E12000003,Yorkshire and The Humber,region,15/03/2021,807,14,
E12000003,Yorkshire and The Humber,region,14/03/2021,775,5,
E12000003,Yorkshire and The Humber,region,13/03/2021,901,14,
E12000003,Yorkshire and The Humber,region,12/03/2021,989,16,
E12000003,Yorkshire and The Humber,region,11/03/2021,895,19,
E12000003,Yorkshire and The Humber,region,10/03/2021,1006,28,
E12000003,Yorkshire and The Humber,region,09/03/2021,714,15,
E12000003,Yorkshire and The Humber,region,08/03/2021,693,10,
E12000003,Yorkshire and The Humber,region,07/03/2021,732,10,
E12000003,Yorkshire and The Humber,region,06/03/2021,781,14,
E12000003,Yorkshire and The Humber,region,05/03/2021,856,26,
E12000003,Yorkshire and The Humber,region,04/03/2021,902,18,
E12000003,Yorkshire and The Humber,region,03/03/2021,923,36,
E12000003,Yorkshire and The Humber,region,02/03/2021,735,31,
E12000003,Yorkshire and The Humber,region,01/03/2021,745,14,
E12000003,Yorkshire and The Humber,region,28/02/2021,790,32,
E12000003,Yorkshire and The Humber,region,27/02/2021,909,0,
E12000003,Yorkshire and The Humber,region,26/02/2021,920,23,
E12000003,Yorkshire and The Humber,region,25/02/2021,1144,33,
E12000003,Yorkshire and The Humber,region,24/02/2021,1153,39,
E12000003,Yorkshire and The Humber,region,23/02/2021,939,36,
E12000003,Yorkshire and The Humber,region,22/02/2021,1401,16,
E12000003,Yorkshire and The Humber,region,21/02/2021,1047,21,
E12000003,Yorkshire and The Humber,region,20/02/2021,1157,38,
E12000003,Yorkshire and The Humber,region,19/02/2021,1291,42,
E12000003,Yorkshire and The Humber,region,18/02/2021,1210,31,
E12000003,Yorkshire and The Humber,region,17/02/2021,1405,57,
E12000003,Yorkshire and The Humber,region,16/02/2021,1055,76,
E12000003,Yorkshire and The Humber,region,15/02/2021,950,12,
E12000003,Yorkshire and The Humber,region,14/02/2021,1183,28,
E12000003,Yorkshire and The Humber,region,13/02/2021,1263,33,
E12000003,Yorkshire and The Humber,region,12/02/2021,1231,65,
E12000003,Yorkshire and The Humber,region,11/02/2021,1352,53,
E12000003,Yorkshire and The Humber,region,10/02/2021,1382,70,
E12000003,Yorkshire and The Humber,region,09/02/2021,1085,54,
E12000003,Yorkshire and The Humber,region,08/02/2021,1155,18,
E12000003,Yorkshire and The Humber,region,07/02/2021,1306,21,
E12000003,Yorkshire and The Humber,region,06/02/2021,1685,46,
E12000003,Yorkshire and The Humber,region,05/02/2021,1716,60,
E12000003,Yorkshire and The Humber,region,04/02/2021,1157,53,
E12000003,Yorkshire and The Humber,region,03/02/2021,1605,75,
E12000003,Yorkshire and The Humber,region,02/02/2021,1059,85,
E12000003,Yorkshire and The Humber,region,01/02/2021,1392,33,
E12000003,Yorkshire and The Humber,region,31/01/2021,1510,24,
E12000003,Yorkshire and The Humber,region,30/01/2021,1562,55,
E12000003,Yorkshire and The Humber,region,29/01/2021,1973,59,
E12000003,Yorkshire and The Humber,region,28/01/2021,1880,53,
E12000003,Yorkshire and The Humber,region,27/01/2021,1844,82,
E12000003,Yorkshire and The Humber,region,26/01/2021,1520,75,
E12000003,Yorkshire and The Humber,region,25/01/2021,1458,27,
E12000003,Yorkshire and The Humber,region,24/01/2021,1521,28,
E12000003,Yorkshire and The Humber,region,23/01/2021,1995,55,
E12000003,Yorkshire and The Humber,region,22/01/2021,1934,70,
E12000003,Yorkshire and The Humber,region,21/01/2021,2114,68,
E12000003,Yorkshire and The Humber,region,20/01/2021,2497,79,
E12000003,Yorkshire and The Humber,region,19/01/2021,2087,101,
E12000003,Yorkshire and The Humber,region,18/01/2021,1998,28,
E12000003,Yorkshire and The Humber,region,17/01/2021,1494,33,
E12000003,Yorkshire and The Humber,region,16/01/2021,1200,57,
E12000003,Yorkshire and The Humber,region,15/01/2021,2168,62,
E12000003,Yorkshire and The Humber,region,14/01/2021,2475,64,
E12000003,Yorkshire and The Humber,region,13/01/2021,2746,72,
E12000003,Yorkshire and The Humber,region,12/01/2021,2020,75,
E12000003,Yorkshire and The Humber,region,11/01/2021,1882,20,
E12000003,Yorkshire and The Humber,region,10/01/2021,2689,30,
E12000003,Yorkshire and The Humber,region,09/01/2021,2236,59,
E12000003,Yorkshire and The Humber,region,08/01/2021,2544,55,
E12000003,Yorkshire and The Humber,region,07/01/2021,2858,60,
E12000003,Yorkshire and The Humber,region,06/01/2021,3055,69,
E12000003,Yorkshire and The Humber,region,05/01/2021,2639,65,
E12000003,Yorkshire and The Humber,region,04/01/2021,2735,32,
E12000003,Yorkshire and The Humber,region,03/01/2021,1933,24,
E12000003,Yorkshire and The Humber,region,02/01/2021,2754,24,
E12000003,Yorkshire and The Humber,region,01/01/2021,2175,42,
E12000003,Yorkshire and The Humber,region,31/12/2020,2495,78,
E12000003,Yorkshire and The Humber,region,30/12/2020,2057,80,
E12000003,Yorkshire and The Humber,region,29/12/2020,1886,23,
E12000003,Yorkshire and The Humber,region,28/12/2020,1760,22,
E12000003,Yorkshire and The Humber,region,27/12/2020,1184,25,
E12000003,Yorkshire and The Humber,region,26/12/2020,1336,30,
E12000003,Yorkshire and The Humber,region,25/12/2020,1420,48,
E12000003,Yorkshire and The Humber,region,24/12/2020,1969,41,
E12000003,Yorkshire and The Humber,region,23/12/2020,1850,78,
E12000003,Yorkshire and The Humber,region,22/12/2020,1612,63,
E12000003,Yorkshire and The Humber,region,21/12/2020,1535,14,
E12000003,Yorkshire and The Humber,region,20/12/2020,1141,24,
E12000003,Yorkshire and The Humber,region,19/12/2020,1114,64,
E12000003,Yorkshire and The Humber,region,18/12/2020,1030,50,
E12000003,Yorkshire and The Humber,region,17/12/2020,1120,47,
E12000003,Yorkshire and The Humber,region,16/12/2020,1368,67,
E12000003,Yorkshire and The Humber,region,15/12/2020,1161,70,
E12000003,Yorkshire and The Humber,region,14/12/2020,1009,30,
E12000003,Yorkshire and The Humber,region,13/12/2020,1236,12,
E12000003,Yorkshire and The Humber,region,12/12/2020,1248,50,
E12000003,Yorkshire and The Humber,region,11/12/2020,1307,58,
E12000003,Yorkshire and The Humber,region,10/12/2020,1253,45,
E12000003,Yorkshire and The Humber,region,09/12/2020,1267,73,
E12000003,Yorkshire and The Humber,region,08/12/2020,837,79,
E12000003,Yorkshire and The Humber,region,07/12/2020,997,22,
E12000003,Yorkshire and The Humber,region,06/12/2020,1262,30,
E12000003,Yorkshire and The Humber,region,05/12/2020,1116,64,
E12000003,Yorkshire and The Humber,region,04/12/2020,1360,84,
E12000003,Yorkshire and The Humber,region,03/12/2020,1520,36,
E12000003,Yorkshire and The Humber,region,02/12/2020,1347,85,
E12000003,Yorkshire and The Humber,region,01/12/2020,1237,89,
E12000003,Yorkshire and The Humber,region,30/11/2020,1119,48,
E12000003,Yorkshire and The Humber,region,29/11/2020,1181,33,
E12000003,Yorkshire and The Humber,region,28/11/2020,1663,63,
E12000003,Yorkshire and The Humber,region,27/11/2020,1424,70,
E12000003,Yorkshire and The Humber,region,26/11/2020,1805,71,
E12000003,Yorkshire and The Humber,region,25/11/2020,1984,137,
E12000003,Yorkshire and The Humber,region,24/11/2020,1335,88,
E12000003,Yorkshire and The Humber,region,23/11/2020,1667,32,
E12000003,Yorkshire and The Humber,region,22/11/2020,1748,66,
E12000003,Yorkshire and The Humber,region,21/11/2020,2220,37,
E12000003,Yorkshire and The Humber,region,20/11/2020,2711,72,
E12000003,Yorkshire and The Humber,region,19/11/2020,3025,72,
E12000003,Yorkshire and The Humber,region,18/11/2020,2907,80,
E12000003,Yorkshire and The Humber,region,17/11/2020,2540,85,
E12000003,Yorkshire and The Humber,region,16/11/2020,3595,28,
E12000003,Yorkshire and The Humber,region,15/11/2020,3306,26,
E12000003,Yorkshire and The Humber,region,14/11/2020,3332,81,
E12000003,Yorkshire and The Humber,region,13/11/2020,3832,47,
E12000003,Yorkshire and The Humber,region,12/11/2020,4583,85,
E12000003,Yorkshire and The Humber,region,11/11/2020,3163,104,
E12000003,Yorkshire and The Humber,region,10/11/2020,3001,82,
E12000003,Yorkshire and The Humber,region,09/11/2020,2804,29,
E12000003,Yorkshire and The Humber,region,08/11/2020,3731,24,
E12000003,Yorkshire and The Humber,region,07/11/2020,4014,68,
E12000003,Yorkshire and The Humber,region,06/11/2020,3592,67,
E12000003,Yorkshire and The Humber,region,05/11/2020,4084,45,
E12000003,Yorkshire and The Humber,region,04/11/2020,3617,66,
E12000003,Yorkshire and The Humber,region,03/11/2020,2994,57,
E12000003,Yorkshire and The Humber,region,02/11/2020,2906,27,
E12000003,Yorkshire and The Humber,region,01/11/2020,3800,22,
E12000003,Yorkshire and The Humber,region,31/10/2020,3638,38,
E12000003,Yorkshire and The Humber,region,30/10/2020,3425,34,
E12000003,Yorkshire and The Humber,region,29/10/2020,3387,21,
E12000003,Yorkshire and The Humber,region,28/10/2020,3765,46,
E12000003,Yorkshire and The Humber,region,27/10/2020,3565,47,
E12000003,Yorkshire and The Humber,region,26/10/2020,3000,11,
E12000003,Yorkshire and The Humber,region,25/10/2020,2380,27,
E12000003,Yorkshire and The Humber,region,24/10/2020,3261,25,
E12000003,Yorkshire and The Humber,region,23/10/2020,2745,30,
E12000003,Yorkshire and The Humber,region,22/10/2020,2861,25,
E12000003,Yorkshire and The Humber,region,21/10/2020,4129,29,
E12000003,Yorkshire and The Humber,region,20/10/2020,3189,21,
E12000003,Yorkshire and The Humber,region,19/10/2020,2699,16,
E12000003,Yorkshire and The Humber,region,18/10/2020,2897,12,
E12000003,Yorkshire and The Humber,region,17/10/2020,2127,19,
E12000003,Yorkshire and The Humber,region,16/10/2020,1755,15,
E12000003,Yorkshire and The Humber,region,15/10/2020,2515,17,
E12000003,Yorkshire and The Humber,region,14/10/2020,2717,14,
E12000003,Yorkshire and The Humber,region,13/10/2020,2230,11,
E12000003,Yorkshire and The Humber,region,12/10/2020,1953,10,
E12000003,Yorkshire and The Humber,region,11/10/2020,2003,7,
E12000003,Yorkshire and The Humber,region,10/10/2020,2289,8,
E12000003,Yorkshire and The Humber,region,09/10/2020,1160,10,
E12000003,Yorkshire and The Humber,region,08/10/2020,2347,11,
E12000003,Yorkshire and The Humber,region,07/10/2020,1655,5,
E12000003,Yorkshire and The Humber,region,06/10/2020,2437,4,
E12000003,Yorkshire and The Humber,region,05/10/2020,2194,3,
E12000003,Yorkshire and The Humber,region,04/10/2020,3606,7,
E12000003,Yorkshire and The Humber,region,03/10/2020,1759,6,
E12000003,Yorkshire and The Humber,region,02/10/2020,718,6,
E12000003,Yorkshire and The Humber,region,01/10/2020,823,5,
E12000003,Yorkshire and The Humber,region,30/09/2020,1059,7,
E12000003,Yorkshire and The Humber,region,29/09/2020,829,2,
E12000003,Yorkshire and The Humber,region,28/09/2020,525,2,
E12000003,Yorkshire and The Humber,region,27/09/2020,636,0,
E12000003,Yorkshire and The Humber,region,26/09/2020,682,3,
E12000003,Yorkshire and The Humber,region,25/09/2020,762,2,
E12000003,Yorkshire and The Humber,region,24/09/2020,808,3,
E12000003,Yorkshire and The Humber,region,23/09/2020,683,6,
E12000003,Yorkshire and The Humber,region,22/09/2020,505,6,
E12000003,Yorkshire and The Humber,region,21/09/2020,492,3,
E12000003,Yorkshire and The Humber,region,20/09/2020,445,5,
E12000003,Yorkshire and The Humber,region,19/09/2020,529,0,
E12000003,Yorkshire and The Humber,region,18/09/2020,517,3,
E12000003,Yorkshire and The Humber,region,17/09/2020,402,4,
E12000003,Yorkshire and The Humber,region,16/09/2020,511,2,
E12000003,Yorkshire and The Humber,region,15/09/2020,387,9,
E12000003,Yorkshire and The Humber,region,14/09/2020,356,2,
E12000003,Yorkshire and The Humber,region,13/09/2020,413,2,
E12000003,Yorkshire and The Humber,region,12/09/2020,418,2,
E12000003,Yorkshire and The Humber,region,11/09/2020,387,1,
E12000003,Yorkshire and The Humber,region,10/09/2020,343,2,
E12000003,Yorkshire and The Humber,region,09/09/2020,294,0,
E12000003,Yorkshire and The Humber,region,08/09/2020,297,2,
E12000003,Yorkshire and The Humber,region,07/09/2020,349,0,
E12000003,Yorkshire and The Humber,region,06/09/2020,371,2,
E12000003,Yorkshire and The Humber,region,05/09/2020,165,0,
E12000003,Yorkshire and The Humber,region,04/09/2020,175,1,
E12000003,Yorkshire and The Humber,region,03/09/2020,243,2,
E12000003,Yorkshire and The Humber,region,02/09/2020,191,1,
E12000003,Yorkshire and The Humber,region,01/09/2020,117,0,
E12000003,Yorkshire and The Humber,region,31/08/2020,167,1,
E12000003,Yorkshire and The Humber,region,30/08/2020,182,1,
E12000003,Yorkshire and The Humber,region,29/08/2020,147,0,
E12000003,Yorkshire and The Humber,region,28/08/2020,129,1,
E12000003,Yorkshire and The Humber,region,27/08/2020,197,0,
E12000003,Yorkshire and The Humber,region,26/08/2020,113,2,
E12000003,Yorkshire and The Humber,region,25/08/2020,132,2,
E12000003,Yorkshire and The Humber,region,24/08/2020,81,0,
E12000003,Yorkshire and The Humber,region,23/08/2020,121,1,
E12000003,Yorkshire and The Humber,region,22/08/2020,145,2,
E12000003,Yorkshire and The Humber,region,21/08/2020,102,3,
E12000003,Yorkshire and The Humber,region,20/08/2020,143,2,
E12000003,Yorkshire and The Humber,region,19/08/2020,102,2,
E12000003,Yorkshire and The Humber,region,18/08/2020,161,,
E12000003,Yorkshire and The Humber,region,17/08/2020,84,,
E12000003,Yorkshire and The Humber,region,16/08/2020,133,,
E12000003,Yorkshire and The Humber,region,15/08/2020,166,,
E12000003,Yorkshire and The Humber,region,14/08/2020,350,,
E12000003,Yorkshire and The Humber,region,13/08/2020,0,,
E12000003,Yorkshire and The Humber,region,12/08/2020,190,,
E12000003,Yorkshire and The Humber,region,11/08/2020,163,,
E12000003,Yorkshire and The Humber,region,10/08/2020,127,,
E12000003,Yorkshire and The Humber,region,09/08/2020,173,,
E12000003,Yorkshire and The Humber,region,08/08/2020,63,,
E12000003,Yorkshire and The Humber,region,07/08/2020,150,,
E12000003,Yorkshire and The Humber,region,06/08/2020,106,,
E12000003,Yorkshire and The Humber,region,05/08/2020,146,,
E12000003,Yorkshire and The Humber,region,04/08/2020,91,,
E12000003,Yorkshire and The Humber,region,03/08/2020,148,,
E12000003,Yorkshire and The Humber,region,02/08/2020,105,,
E12000003,Yorkshire and The Humber,region,01/08/2020,106,,
E12000003,Yorkshire and The Humber,region,31/07/2020,147,,
E12000003,Yorkshire and The Humber,region,30/07/2020,142,,
E12000003,Yorkshire and The Humber,region,29/07/2020,128,,
E12000003,Yorkshire and The Humber,region,28/07/2020,110,,
E12000003,Yorkshire and The Humber,region,27/07/2020,100,,
E12000003,Yorkshire and The Humber,region,26/07/2020,102,,
E12000003,Yorkshire and The Humber,region,25/07/2020,109,,
E12000003,Yorkshire and The Humber,region,24/07/2020,102,,
E12000003,Yorkshire and The Humber,region,23/07/2020,86,,
E12000003,Yorkshire and The Humber,region,22/07/2020,109,,
E12000003,Yorkshire and The Humber,region,21/07/2020,82,,
E12000003,Yorkshire and The Humber,region,20/07/2020,123,,
E12000003,Yorkshire and The Humber,region,19/07/2020,100,,
E12000003,Yorkshire and The Humber,region,18/07/2020,100,,
E12000003,Yorkshire and The Humber,region,17/07/2020,105,,
E12000003,Yorkshire and The Humber,region,16/07/2020,132,,
E12000003,Yorkshire and The Humber,region,15/07/2020,121,,
E12000003,Yorkshire and The Humber,region,14/07/2020,77,,
E12000003,Yorkshire and The Humber,region,13/07/2020,101,,
E12000003,Yorkshire and The Humber,region,12/07/2020,114,,
E12000003,Yorkshire and The Humber,region,11/07/2020,129,,
E12000003,Yorkshire and The Humber,region,10/07/2020,88,,
E12000003,Yorkshire and The Humber,region,09/07/2020,107,,
E12000003,Yorkshire and The Humber,region,08/07/2020,115,,
E12000003,Yorkshire and The Humber,region,07/07/2020,91,,
E12000003,Yorkshire and The Humber,region,06/07/2020,72,,
E12000003,Yorkshire and The Humber,region,05/07/2020,90,,
E12000003,Yorkshire and The Humber,region,04/07/2020,110,,
E12000003,Yorkshire and The Humber,region,03/07/2020,133,,
E12000003,Yorkshire and The Humber,region,02/07/2020,120,,
E12000003,Yorkshire and The Humber,region,01/07/2020,13426,,
E12000003,Yorkshire and The Humber,region,30/06/2020,7,,
E12000003,Yorkshire and The Humber,region,29/06/2020,17,,
E12000003,Yorkshire and The Humber,region,28/06/2020,21,,
E12000003,Yorkshire and The Humber,region,27/06/2020,24,,
E12000003,Yorkshire and The Humber,region,26/06/2020,33,,
E12000003,Yorkshire and The Humber,region,25/06/2020,28,,
E12000003,Yorkshire and The Humber,region,24/06/2020,16,,
E12000003,Yorkshire and The Humber,region,23/06/2020,23,,
E12000003,Yorkshire and The Humber,region,22/06/2020,33,,
E12000003,Yorkshire and The Humber,region,21/06/2020,24,,
E12000003,Yorkshire and The Humber,region,20/06/2020,35,,
E12000003,Yorkshire and The Humber,region,19/06/2020,40,,
E12000003,Yorkshire and The Humber,region,18/06/2020,29,,
E12000003,Yorkshire and The Humber,region,17/06/2020,47,,
E12000003,Yorkshire and The Humber,region,16/06/2020,22,,
E12000003,Yorkshire and The Humber,region,15/06/2020,40,,
E12000003,Yorkshire and The Humber,region,14/06/2020,24,,
E12000003,Yorkshire and The Humber,region,13/06/2020,43,,
E12000003,Yorkshire and The Humber,region,12/06/2020,62,,
E12000003,Yorkshire and The Humber,region,11/06/2020,27,,
E12000003,Yorkshire and The Humber,region,10/06/2020,37,,
E12000003,Yorkshire and The Humber,region,09/06/2020,66,,
E12000003,Yorkshire and The Humber,region,08/06/2020,10,,
E12000003,Yorkshire and The Humber,region,07/06/2020,16,,
E12000003,Yorkshire and The Humber,region,06/06/2020,68,,
E12000003,Yorkshire and The Humber,region,05/06/2020,53,,
E12000003,Yorkshire and The Humber,region,04/06/2020,68,,
E12000003,Yorkshire and The Humber,region,03/06/2020,66,,
E12000003,Yorkshire and The Humber,region,02/06/2020,47,,
E12000003,Yorkshire and The Humber,region,01/06/2020,40,,
E12000003,Yorkshire and The Humber,region,31/05/2020,34,,
