areaCode,areaName,areaType,date,newCasesByPublishDate
E12000003,Yorkshire and The Humber,region,06/01/2022,15699
E12000003,Yorkshire and The Humber,region,05/01/2022,15127
E12000003,Yorkshire and The Humber,region,04/01/2022,14590
E12000003,Yorkshire and The Humber,region,03/01/2022,14864
E12000003,Yorkshire and The Humber,region,02/01/2022,14298
E12000003,Yorkshire and The Humber,region,01/01/2022,14373
E12000003,Yorkshire and The Humber,region,31/12/2021,18697
E12000003,Yorkshire and The Humber,region,30/12/2021,12553
E12000003,Yorkshire and The Humber,region,29/12/2021,13345
E12000003,Yorkshire and The Humber,region,28/12/2021,9793
E12000003,Yorkshire and The Humber,region,27/12/2021,11222
E12000003,Yorkshire and The Humber,region,26/12/2021,6578
E12000003,Yorkshire and The Humber,region,25/12/2021,11179
E12000003,Yorkshire and The Humber,region,24/12/2021,6664
E12000003,Yorkshire and The Humber,region,23/12/2021,5947
E12000003,Yorkshire and The Humber,region,22/12/2021,4328
E12000003,Yorkshire and The Humber,region,21/12/2021,4654
E12000003,Yorkshire and The Humber,region,20/12/2021,5153
E12000003,Yorkshire and The Humber,region,19/12/2021,4074
E12000003,Yorkshire and The Humber,region,18/12/2021,4376
E12000003,Yorkshire and The Humber,region,17/12/2021,3971
E12000003,Yorkshire and The Humber,region,16/12/2021,4417
E12000003,Yorkshire and The Humber,region,15/12/2021,3564
E12000003,Yorkshire and The Humber,region,14/12/2021,2972
E12000003,Yorkshire and The Humber,region,13/12/2021,2754
E12000003,Yorkshire and The Humber,region,12/12/2021,2616
E12000003,Yorkshire and The Humber,region,11/12/2021,3077
E12000003,Yorkshire and The Humber,region,10/12/2021,3192
E12000003,Yorkshire and The Humber,region,09/12/2021,2883
E12000003,Yorkshire and The Humber,region,08/12/2021,2818
E12000003,Yorkshire and The Humber,region,07/12/2021,2524
E12000003,Yorkshire and The Humber,region,06/12/2021,4489
E12000003,Yorkshire and The Humber,region,05/12/2021,3284
E12000003,Yorkshire and The Humber,region,04/12/2021,1744
E12000003,Yorkshire and The Humber,region,03/12/2021,2346
E12000003,Yorkshire and The Humber,region,02/12/2021,3027
E12000003,Yorkshire and The Humber,region,01/12/2021,2809
E12000003,Yorkshire and The Humber,region,30/11/2021,2387
E12000003,Yorkshire and The Humber,region,29/11/2021,2532
E12000003,Yorkshire and The Humber,region,28/11/2021,2320
E12000003,Yorkshire and The Humber,region,27/11/2021,2763
E12000003,Yorkshire and The Humber,region,26/11/2021,3125
E12000003,Yorkshire and The Humber,region,25/11/2021,3360
E12000003,Yorkshire and The Humber,region,24/11/2021,2679
E12000003,Yorkshire and The Humber,region,23/11/2021,2779
E12000003,Yorkshire and The Humber,region,22/11/2021,3134
E12000003,Yorkshire and The Humber,region,21/11/2021,2283
E12000003,Yorkshire and The Humber,region,20/11/2021,3082
E12000003,Yorkshire and The Humber,region,19/11/2021,2915
E12000003,Yorkshire and The Humber,region,18/11/2021,3366
E12000003,Yorkshire and The Humber,region,17/11/2021,3208
E12000003,Yorkshire and The Humber,region,16/11/2021,3000
E12000003,Yorkshire and The Humber,region,15/11/2021,2773
E12000003,Yorkshire and The Humber,region,14/11/2021,2715
E12000003,Yorkshire and The Humber,region,13/11/2021,3005
E12000003,Yorkshire and The Humber,region,12/11/2021,2750
E12000003,Yorkshire and The Humber,region,11/11/2021,3687
E12000003,Yorkshire and The Humber,region,10/11/2021,2815
E12000003,Yorkshire and The Humber,region,09/11/2021,2432
E12000003,Yorkshire and The Humber,region,08/11/2021,2434
E12000003,Yorkshire and The Humber,region,07/11/2021,2388
E12000003,Yorkshire and The Humber,region,06/11/2021,2486
E12000003,Yorkshire and The Humber,region,05/11/2021,3121
E12000003,Yorkshire and The Humber,region,04/11/2021,3280
E12000003,Yorkshire and The Humber,region,03/11/2021,3265
E12000003,Yorkshire and The Humber,region,02/11/2021,2752
E12000003,Yorkshire and The Humber,region,01/11/2021,3085
E12000003,Yorkshire and The Humber,region,31/10/2021,3158
E12000003,Yorkshire and The Humber,region,30/10/2021,3872
E12000003,Yorkshire and The Humber,region,29/10/2021,4025
E12000003,Yorkshire and The Humber,region,28/10/2021,2926
E12000003,Yorkshire and The Humber,region,27/10/2021,3429
E12000003,Yorkshire and The Humber,region,26/10/2021,3182
E12000003,Yorkshire and The Humber,region,25/10/2021,2904
E12000003,Yorkshire and The Humber,region,24/10/2021,3025
E12000003,Yorkshire and The Humber,region,23/10/2021,3533
E12000003,Yorkshire and The Humber,region,22/10/2021,3997
E12000003,Yorkshire and The Humber,region,21/10/2021,3934
E12000003,Yorkshire and The Humber,region,20/10/2021,4049
E12000003,Yorkshire and The Humber,region,19/10/2021,3450
E12000003,Yorkshire and The Humber,region,18/10/2021,3546
E12000003,Yorkshire and The Humber,region,17/10/2021,3759
E12000003,Yorkshire and The Humber,region,16/10/2021,3427
E12000003,Yorkshire and The Humber,region,15/10/2021,4147
E12000003,Yorkshire and The Humber,region,14/10/2021,4500
E12000003,Yorkshire and The Humber,region,13/10/2021,4102
E12000003,Yorkshire and The Humber,region,12/10/2021,3458
E12000003,Yorkshire and The Humber,region,11/10/2021,3695
E12000003,Yorkshire and The Humber,region,10/10/2021,3567
E12000003,Yorkshire and The Humber,region,09/10/2021,3418
E12000003,Yorkshire and The Humber,region,08/10/2021,3772
E12000003,Yorkshire and The Humber,region,07/10/2021,3729
E12000003,Yorkshire and The Humber,region,06/10/2021,3965
E12000003,Yorkshire and The Humber,region,05/10/2021,2989
E12000003,Yorkshire and The Humber,region,04/10/2021,3057
E12000003,Yorkshire and The Humber,region,03/10/2021,2846
E12000003,Yorkshire and The Humber,region,02/10/2021,2896
E12000003,Yorkshire and The Humber,region,01/10/2021,3719
E12000003,Yorkshire and The Humber,region,30/09/2021,3829
E12000003,Yorkshire and The Humber,region,29/09/2021,3331
E12000003,Yorkshire and The Humber,region,28/09/2021,3260
E12000003,Yorkshire and The Humber,region,27/09/2021,3485
E12000003,Yorkshire and The Humber,region,26/09/2021,3153
E12000003,Yorkshire and The Humber,region,25/09/2021,3183
E12000003,Yorkshire and The Humber,region,24/09/2021,3634
E12000003,Yorkshire and The Humber,region,23/09/2021,3824
E12000003,Yorkshire and The Humber,region,22/09/2021,3456
E12000003,Yorkshire and The Humber,region,21/09/2021,2632
E12000003,Yorkshire and The Humber,region,20/09/2021,3210
E12000003,Yorkshire and The Humber,region,19/09/2021,2604
E12000003,Yorkshire and The Humber,region,18/09/2021,2707
E12000003,Yorkshire and The Humber,region,17/09/2021,2456
E12000003,Yorkshire and The Humber,region,16/09/2021,2521
E12000003,Yorkshire and The Humber,region,15/09/2021,2455
E12000003,Yorkshire and The Humber,region,14/09/2021,2106
E12000003,Yorkshire and The Humber,region,13/09/2021,2602
E12000003,Yorkshire and The Humber,region,12/09/2021,2351
E12000003,Yorkshire and The Humber,region,11/09/2021,2405
E12000003,Yorkshire and The Humber,region,10/09/2021,3031
E12000003,Yorkshire and The Humber,region,09/09/2021,2908
E12000003,Yorkshire and The Humber,region,08/09/2021,3481
E12000003,Yorkshire and The Humber,region,07/09/2021,3084
E12000003,Yorkshire and The Humber,region,06/09/2021,3614
E12000003,Yorkshire and The Humber,region,05/09/2021,2351
E12000003,Yorkshire and The Humber,region,04/09/2021,3090
E12000003,Yorkshire and The Humber,region,03/09/2021,3046
E12000003,Yorkshire and The Humber,region,02/09/2021,3430
E12000003,Yorkshire and The Humber,region,01/09/2021,2863
E12000003,Yorkshire and The Humber,region,31/08/2021,2462
E12000003,Yorkshire and The Humber,region,30/08/2021,2387
E12000003,Yorkshire and The Humber,region,29/08/2021,2494
E12000003,Yorkshire and The Humber,region,28/08/2021,2562
E12000003,Yorkshire and The Humber,region,27/08/2021,3025
E12000003,Yorkshire and The Humber,region,26/08/2021,2857
E12000003,Yorkshire and The Humber,region,25/08/2021,3131
E12000003,Yorkshire and The Humber,region,24/08/2021,2736
E12000003,Yorkshire and The Humber,region,23/08/2021,2526
E12000003,Yorkshire and The Humber,region,22/08/2021,2597
E12000003,Yorkshire and The Humber,region,21/08/2021,2686
E12000003,Yorkshire and The Humber,region,20/08/2021,3018
E12000003,Yorkshire and The Humber,region,19/08/2021,2919
E12000003,Yorkshire and The Humber,region,18/08/2021,3297
E12000003,Yorkshire and The Humber,region,17/08/2021,2368
E12000003,Yorkshire and The Humber,region,16/08/2021,2546
E12000003,Yorkshire and The Humber,region,15/08/2021,2882
E12000003,Yorkshire and The Humber,region,14/08/2021,2933
E12000003,Yorkshire and The Humber,region,13/08/2021,3029
E12000003,Yorkshire and The Humber,region,12/08/2021,3289
E12000003,Yorkshire and The Humber,region,11/08/2021,3307
E12000003,Yorkshire and The Humber,region,10/08/2021,2398
E12000003,Yorkshire and The Humber,region,09/08/2021,2732
E12000003,Yorkshire and The Humber,region,08/08/2021,2661
E12000003,Yorkshire and The Humber,region,07/08/2021,3228
E12000003,Yorkshire and The Humber,region,06/08/2021,3436
E12000003,Yorkshire and The Humber,region,05/08/2021,3241
E12000003,Yorkshire and The Humber,region,04/08/2021,3238
E12000003,Yorkshire and The Humber,region,03/08/2021,2463
E12000003,Yorkshire and The Humber,region,02/08/2021,2324
E12000003,Yorkshire and The Humber,region,01/08/2021,2818
E12000003,Yorkshire and The Humber,region,31/07/2021,2879
E12000003,Yorkshire and The Humber,region,30/07/2021,3259
E12000003,Yorkshire and The Humber,region,29/07/2021,3249
E12000003,Yorkshire and The Humber,region,28/07/2021,2932
E12000003,Yorkshire and The Humber,region,27/07/2021,2024
E12000003,Yorkshire and The Humber,region,26/07/2021,2628
E12000003,Yorkshire and The Humber,region,25/07/2021,2749
E12000003,Yorkshire and The Humber,region,24/07/2021,3383
E12000003,Yorkshire and The Humber,region,23/07/2021,3756
E12000003,Yorkshire and The Humber,region,22/07/2021,4259
E12000003,Yorkshire and The Humber,region,21/07/2021,4804
E12000003,Yorkshire and The Humber,region,20/07/2021,4030
E12000003,Yorkshire and The Humber,region,19/07/2021,4227
E12000003,Yorkshire and The Humber,region,18/07/2021,4964
E12000003,Yorkshire and The Humber,region,17/07/2021,6445
E12000003,Yorkshire and The Humber,region,16/07/2021,5243
E12000003,Yorkshire and The Humber,region,15/07/2021,5334
E12000003,Yorkshire and The Humber,region,14/07/2021,4653
E12000003,Yorkshire and The Humber,region,13/07/2021,3902
E12000003,Yorkshire and The Humber,region,12/07/2021,3632
E12000003,Yorkshire and The Humber,region,11/07/2021,3515
E12000003,Yorkshire and The Humber,region,10/07/2021,3559
E12000003,Yorkshire and The Humber,region,09/07/2021,3922
E12000003,Yorkshire and The Humber,region,08/07/2021,3907
E12000003,Yorkshire and The Humber,region,07/07/2021,3636
E12000003,Yorkshire and The Humber,region,06/07/2021,2970
E12000003,Yorkshire and The Humber,region,05/07/2021,2967
E12000003,Yorkshire and The Humber,region,04/07/2021,2557
E12000003,Yorkshire and The Humber,region,03/07/2021,2736
E12000003,Yorkshire and The Humber,region,02/07/2021,2543
E12000003,Yorkshire and The Humber,region,01/07/2021,2810
E12000003,Yorkshire and The Humber,region,30/06/2021,2647
E12000003,Yorkshire and The Humber,region,29/06/2021,2014
E12000003,Yorkshire and The Humber,region,28/06/2021,2289
E12000003,Yorkshire and The Humber,region,27/06/2021,1229
E12000003,Yorkshire and The Humber,region,26/06/2021,1996
E12000003,Yorkshire and The Humber,region,25/06/2021,1524
E12000003,Yorkshire and The Humber,region,24/06/2021,1571
E12000003,Yorkshire and The Humber,region,23/06/2021,1521
E12000003,Yorkshire and The Humber,region,22/06/2021,965
E12000003,Yorkshire and The Humber,region,21/06/2021,991
E12000003,Yorkshire and The Humber,region,20/06/2021,937
E12000003,Yorkshire and The Humber,region,19/06/2021,991
E12000003,Yorkshire and The Humber,region,18/06/2021,953
E12000003,Yorkshire and The Humber,region,17/06/2021,941
E12000003,Yorkshire and The Humber,region,16/06/2021,802
E12000003,Yorkshire and The Humber,region,15/06/2021,674
E12000003,Yorkshire and The Humber,region,14/06/2021,635
E12000003,Yorkshire and The Humber,region,13/06/2021,553
E12000003,Yorkshire and The Humber,region,12/06/2021,700
E12000003,Yorkshire and The Humber,region,11/06/2021,741
E12000003,Yorkshire and The Humber,region,10/06/2021,607
E12000003,Yorkshire and The Humber,region,09/06/2021,707
E12000003,Yorkshire and The Humber,region,08/06/2021,541
E12000003,Yorkshire and The Humber,region,07/06/2021,557
E12000003,Yorkshire and The Humber,region,06/06/2021,494
E12000003,Yorkshire and The Humber,region,05/06/2021,482
E12000003,Yorkshire and The Humber,region,04/06/2021,465
E12000003,Yorkshire and The Humber,region,03/06/2021,421
E12000003,Yorkshire and The Humber,region,02/06/2021,363
E12000003,Yorkshire and The Humber,region,01/06/2021,289
E12000003,Yorkshire and The Humber,region,31/05/2021,279
E12000003,Yorkshire and The Humber,region,30/05/2021,325
E12000003,Yorkshire and The Humber,region,29/05/2021,270
E12000003,Yorkshire and The Humber,region,28/05/2021,343
E12000003,Yorkshire and The Humber,region,27/05/2021,305
E12000003,Yorkshire and The Humber,region,26/05/2021,335
E12000003,Yorkshire and The Humber,region,25/05/2021,269
E12000003,Yorkshire and The Humber,region,24/05/2021,251
E12000003,Yorkshire and The Humber,region,23/05/2021,275
E12000003,Yorkshire and The Humber,region,22/05/2021,271
E12000003,Yorkshire and The Humber,region,21/05/2021,357
E12000003,Yorkshire and The Humber,region,20/05/2021,294
E12000003,Yorkshire and The Humber,region,19/05/2021,321
E12000003,Yorkshire and The Humber,region,18/05/2021,0
E12000003,Yorkshire and The Humber,region,17/05/2021,239
E12000003,Yorkshire and The Humber,region,16/05/2021,243
E12000003,Yorkshire and The Humber,region,15/05/2021,268
E12000003,Yorkshire and The Humber,region,14/05/2021,291
E12000003,Yorkshire and The Humber,region,13/05/2021,333
E12000003,Yorkshire and The Humber,region,12/05/2021,342
E12000003,Yorkshire and The Humber,region,11/05/2021,315
E12000003,Yorkshire and The Humber,region,10/05/2021,319
E12000003,Yorkshire and The Humber,region,09/05/2021,244
E12000003,Yorkshire and The Humber,region,08/05/2021,305
E12000003,Yorkshire and The Humber,region,07/05/2021,350
E12000003,Yorkshire and The Humber,region,06/05/2021,406
E12000003,Yorkshire and The Humber,region,05/05/2021,337
E12000003,Yorkshire and The Humber,region,04/05/2021,295
E12000003,Yorkshire and The Humber,region,03/05/2021,250
E12000003,Yorkshire and The Humber,region,02/05/2021,259
E12000003,Yorkshire and The Humber,region,01/05/2021,384
E12000003,Yorkshire and The Humber,region,30/04/2021,401
E12000003,Yorkshire and The Humber,region,29/04/2021,367
E12000003,Yorkshire and The Humber,region,28/04/2021,369
E12000003,Yorkshire and The Humber,region,27/04/2021,361
E12000003,Yorkshire and The Humber,region,26/04/2021,282
E12000003,Yorkshire and The Humber,region,25/04/2021,324
E12000003,Yorkshire and The Humber,region,24/04/2021,362
E12000003,Yorkshire and The Humber,region,23/04/2021,381
E12000003,Yorkshire and The Humber,region,22/04/2021,430
E12000003,Yorkshire and The Humber,region,21/04/2021,417
E12000003,Yorkshire and The Humber,region,20/04/2021,307
E12000003,Yorkshire and The Humber,region,19/04/2021,452
E12000003,Yorkshire and The Humber,region,18/04/2021,300
E12000003,Yorkshire and The Humber,region,17/04/2021,307
E12000003,Yorkshire and The Humber,region,16/04/2021,368
E12000003,Yorkshire and The Humber,region,15/04/2021,405
E12000003,Yorkshire and The Humber,region,14/04/2021,493
E12000003,Yorkshire and The Humber,region,13/04/2021,403
E12000003,Yorkshire and The Humber,region,12/04/2021,496
E12000003,Yorkshire and The Humber,region,11/04/2021,424
E12000003,Yorkshire and The Humber,region,10/04/2021,456
E12000003,Yorkshire and The Humber,region,09/04/2021,0
E12000003,Yorkshire and The Humber,region,08/04/2021,609
E12000003,Yorkshire and The Humber,region,07/04/2021,408
E12000003,Yorkshire and The Humber,region,06/04/2021,383
E12000003,Yorkshire and The Humber,region,05/04/2021,589
E12000003,Yorkshire and The Humber,region,04/04/2021,384
E12000003,Yorkshire and The Humber,region,03/04/2021,613
E12000003,Yorkshire and The Humber,region,02/04/2021,540
E12000003,Yorkshire and The Humber,region,01/04/2021,730
E12000003,Yorkshire and The Humber,region,31/03/2021,669
E12000003,Yorkshire and The Humber,region,30/03/2021,598
E12000003,Yorkshire and The Humber,region,29/03/2021,781
E12000003,Yorkshire and The Humber,region,28/03/2021,627
E12000003,Yorkshire and The Humber,region,27/03/2021,716
E12000003,Yorkshire and The Humber,region,26/03/2021,1064
E12000003,Yorkshire and The Humber,region,25/03/2021,1054
E12000003,Yorkshire and The Humber,region,24/03/2021,969
E12000003,Yorkshire and The Humber,region,23/03/2021,878
E12000003,Yorkshire and The Humber,region,22/03/2021,851
E12000003,Yorkshire and The Humber,region,21/03/2021,811
E12000003,Yorkshire and The Humber,region,20/03/2021,885
E12000003,Yorkshire and The Humber,region,19/03/2021,872
E12000003,Yorkshire and The Humber,region,18/03/2021,1005
E12000003,Yorkshire and The Humber,region,17/03/2021,844
E12000003,Yorkshire and The Humber,region,16/03/2021,809
E12000003,Yorkshire and The Humber,region,15/03/2021,807
E12000003,Yorkshire and The Humber,region,14/03/2021,775
E12000003,Yorkshire and The Humber,region,13/03/2021,901
E12000003,Yorkshire and The Humber,region,12/03/2021,989
E12000003,Yorkshire and The Humber,region,11/03/2021,895
E12000003,Yorkshire and The Humber,region,10/03/2021,1006
E12000003,Yorkshire and The Humber,region,09/03/2021,714
E12000003,Yorkshire and The Humber,region,08/03/2021,693
E12000003,Yorkshire and The Humber,region,07/03/2021,732
E12000003,Yorkshire and The Humber,region,06/03/2021,781
E12000003,Yorkshire and The Humber,region,05/03/2021,856
E12000003,Yorkshire and The Humber,region,04/03/2021,902
E12000003,Yorkshire and The Humber,region,03/03/2021,923
E12000003,Yorkshire and The Humber,region,02/03/2021,735
E12000003,Yorkshire and The Humber,region,01/03/2021,745
E12000003,Yorkshire and The Humber,region,28/02/2021,790
E12000003,Yorkshire and The Humber,region,27/02/2021,909
E12000003,Yorkshire and The Humber,region,26/02/2021,920
E12000003,Yorkshire and The Humber,region,25/02/2021,1144
E12000003,Yorkshire and The Humber,region,24/02/2021,1153
E12000003,Yorkshire and The Humber,region,23/02/2021,939
E12000003,Yorkshire and The Humber,region,22/02/2021,1401
E12000003,Yorkshire and The Humber,region,21/02/2021,1047
E12000003,Yorkshire and The Humber,region,20/02/2021,1157
E12000003,Yorkshire and The Humber,region,19/02/2021,1291
E12000003,Yorkshire and The Humber,region,18/02/2021,1210
E12000003,Yorkshire and The Humber,region,17/02/2021,1405
E12000003,Yorkshire and The Humber,region,16/02/2021,1055
E12000003,Yorkshire and The Humber,region,15/02/2021,950
E12000003,Yorkshire and The Humber,region,14/02/2021,1183
E12000003,Yorkshire and The Humber,region,13/02/2021,1263
E12000003,Yorkshire and The Humber,region,12/02/2021,1231
E12000003,Yorkshire and The Humber,region,11/02/2021,1352
E12000003,Yorkshire and The Humber,region,10/02/2021,1382
E12000003,Yorkshire and The Humber,region,09/02/2021,1085
E12000003,Yorkshire and The Humber,region,08/02/2021,1155
E12000003,Yorkshire and The Humber,region,07/02/2021,1306
E12000003,Yorkshire and The Humber,region,06/02/2021,1685
E12000003,Yorkshire and The Humber,region,05/02/2021,1716
E12000003,Yorkshire and The Humber,region,04/02/2021,1157
E12000003,Yorkshire and The Humber,region,03/02/2021,1605
E12000003,Yorkshire and The Humber,region,02/02/2021,1059
E12000003,Yorkshire and The Humber,region,01/02/2021,1392
E12000003,Yorkshire and The Humber,region,31/01/2021,1510
E12000003,Yorkshire and The Humber,region,30/01/2021,1562
E12000003,Yorkshire and The Humber,region,29/01/2021,1973
E12000003,Yorkshire and The Humber,region,28/01/2021,1880
E12000003,Yorkshire and The Humber,region,27/01/2021,1844
E12000003,Yorkshire and The Humber,region,26/01/2021,1520
E12000003,Yorkshire and The Humber,region,25/01/2021,1458
E12000003,Yorkshire and The Humber,region,24/01/2021,1521
E12000003,Yorkshire and The Humber,region,23/01/2021,1995
E12000003,Yorkshire and The Humber,region,22/01/2021,1934
E12000003,Yorkshire and The Humber,region,21/01/2021,2114
E12000003,Yorkshire and The Humber,region,20/01/2021,2497
E12000003,Yorkshire and The Humber,region,19/01/2021,2087
E12000003,Yorkshire and The Humber,region,18/01/2021,1998
E12000003,Yorkshire and The Humber,region,17/01/2021,1494
E12000003,Yorkshire and The Humber,region,16/01/2021,1200
E12000003,Yorkshire and The Humber,region,15/01/2021,2168
E12000003,Yorkshire and The Humber,region,14/01/2021,2475
E12000003,Yorkshire and The Humber,region,13/01/2021,2746
E12000003,Yorkshire and The Humber,region,12/01/2021,2020
E12000003,Yorkshire and The Humber,region,11/01/2021,1882
E12000003,Yorkshire and The Humber,region,10/01/2021,2689
E12000003,Yorkshire and The Humber,region,09/01/2021,2236
E12000003,Yorkshire and The Humber,region,08/01/2021,2544
E12000003,Yorkshire and The Humber,region,07/01/2021,2858
E12000003,Yorkshire and The Humber,region,06/01/2021,3055
E12000003,Yorkshire and The Humber,region,05/01/2021,2639
E12000003,Yorkshire and The Humber,region,04/01/2021,2735
E12000003,Yorkshire and The Humber,region,03/01/2021,1933
E12000003,Yorkshire and The Humber,region,02/01/2021,2754
E12000003,Yorkshire and The Humber,region,01/01/2021,2175
E12000003,Yorkshire and The Humber,region,31/12/2020,2495
E12000003,Yorkshire and The Humber,region,30/12/2020,2057
E12000003,Yorkshire and The Humber,region,29/12/2020,1886
E12000003,Yorkshire and The Humber,region,28/12/2020,1760
E12000003,Yorkshire and The Humber,region,27/12/2020,1184
E12000003,Yorkshire and The Humber,region,26/12/2020,1336
E12000003,Yorkshire and The Humber,region,25/12/2020,1420
E12000003,Yorkshire and The Humber,region,24/12/2020,1969
E12000003,Yorkshire and The Humber,region,23/12/2020,1850
E12000003,Yorkshire and The Humber,region,22/12/2020,1612
E12000003,Yorkshire and The Humber,region,21/12/2020,1535
E12000003,Yorkshire and The Humber,region,20/12/2020,1141
E12000003,Yorkshire and The Humber,region,19/12/2020,1114
E12000003,Yorkshire and The Humber,region,18/12/2020,1030
E12000003,Yorkshire and The Humber,region,17/12/2020,1120
E12000003,Yorkshire and The Humber,region,16/12/2020,1368
E12000003,Yorkshire and The Humber,region,15/12/2020,1161
E12000003,Yorkshire and The Humber,region,14/12/2020,1009
E12000003,Yorkshire and The Humber,region,13/12/2020,1236
E12000003,Yorkshire and The Humber,region,12/12/2020,1248
E12000003,Yorkshire and The Humber,region,11/12/2020,1307
E12000003,Yorkshire and The Humber,region,10/12/2020,1253
E12000003,Yorkshire and The Humber,region,09/12/2020,1267
E12000003,Yorkshire and The Humber,region,08/12/2020,837
E12000003,Yorkshire and The Humber,region,07/12/2020,997
E12000003,Yorkshire and The Humber,region,06/12/2020,1262
E12000003,Yorkshire and The Humber,region,05/12/2020,1116
E12000003,Yorkshire and The Humber,region,04/12/2020,1360
E12000003,Yorkshire and The Humber,region,03/12/2020,1520
E12000003,Yorkshire and The Humber,region,02/12/2020,1347
E12000003,Yorkshire and The Humber,region,01/12/2020,1237
E12000003,Yorkshire and The Humber,region,30/11/2020,1119
E12000003,Yorkshire and The Humber,region,29/11/2020,1181
E12000003,Yorkshire and The Humber,region,28/11/2020,1663
E12000003,Yorkshire and The Humber,region,27/11/2020,1424
E12000003,Yorkshire and The Humber,region,26/11/2020,1805
E12000003,Yorkshire and The Humber,region,25/11/2020,1984
E12000003,Yorkshire and The Humber,region,24/11/2020,1335
E12000003,Yorkshire and The Humber,region,23/11/2020,1667
E12000003,Yorkshire and The Humber,region,22/11/2020,1748
E12000003,Yorkshire and The Humber,region,21/11/2020,2220
E12000003,Yorkshire and The Humber,region,20/11/2020,2711
E12000003,Yorkshire and The Humber,region,19/11/2020,3025
E12000003,Yorkshire and The Humber,region,18/11/2020,2907
E12000003,Yorkshire and The Humber,region,17/11/2020,2540
E12000003,Yorkshire and The Humber,region,16/11/2020,3595
E12000003,Yorkshire and The Humber,region,15/11/2020,3306
E12000003,Yorkshire and The Humber,region,14/11/2020,3332
E12000003,Yorkshire and The Humber,region,13/11/2020,3832
E12000003,Yorkshire and The Humber,region,12/11/2020,4583
E12000003,Yorkshire and The Humber,region,11/11/2020,3163
E12000003,Yorkshire and The Humber,region,10/11/2020,3001
E12000003,Yorkshire and The Humber,region,09/11/2020,2804
E12000003,Yorkshire and The Humber,region,08/11/2020,3731
E12000003,Yorkshire and The Humber,region,07/11/2020,4014
E12000003,Yorkshire and The Humber,region,06/11/2020,3592
E12000003,Yorkshire and The Humber,region,05/11/2020,4084
E12000003,Yorkshire and The Humber,region,04/11/2020,3617
E12000003,Yorkshire and The Humber,region,03/11/2020,2994
E12000003,Yorkshire and The Humber,region,02/11/2020,2906
E12000003,Yorkshire and The Humber,region,01/11/2020,3800
E12000003,Yorkshire and The Humber,region,31/10/2020,3638
E12000003,Yorkshire and The Humber,region,30/10/2020,3425
E12000003,Yorkshire and The Humber,region,29/10/2020,3387
E12000003,Yorkshire and The Humber,region,28/10/2020,3765
E12000003,Yorkshire and The Humber,region,27/10/2020,3565
E12000003,Yorkshire and The Humber,region,26/10/2020,3000
E12000003,Yorkshire and The Humber,region,25/10/2020,2380
E12000003,Yorkshire and The Humber,region,24/10/2020,3261
E12000003,Yorkshire and The Humber,region,23/10/2020,2745
E12000003,Yorkshire and The Humber,region,22/10/2020,2861
E12000003,Yorkshire and The Humber,region,21/10/2020,4129
E12000003,Yorkshire and The Humber,region,20/10/2020,3189
E12000003,Yorkshire and The Humber,region,19/10/2020,2699
E12000003,Yorkshire and The Humber,region,18/10/2020,2897
E12000003,Yorkshire and The Humber,region,17/10/2020,2127
E12000003,Yorkshire and The Humber,region,16/10/2020,1755
E12000003,Yorkshire and The Humber,region,15/10/2020,2515
E12000003,Yorkshire and The Humber,region,14/10/2020,2717
E12000003,Yorkshire and The Humber,region,13/10/2020,2230
E12000003,Yorkshire and The Humber,region,12/10/2020,1953
E12000003,Yorkshire and The Humber,region,11/10/2020,2003
E12000003,Yorkshire and The Humber,region,10/10/2020,2289
E12000003,Yorkshire and The Humber,region,09/10/2020,1160
E12000003,Yorkshire and The Humber,region,08/10/2020,2347
E12000003,Yorkshire and The Humber,region,07/10/2020,1655
E12000003,Yorkshire and The Humber,region,06/10/2020,2437
E12000003,Yorkshire and The Humber,region,05/10/2020,2194
E12000003,Yorkshire and The Humber,region,04/10/2020,3606
E12000003,Yorkshire and The Humber,region,03/10/2020,1759
E12000003,Yorkshire and The Humber,region,02/10/2020,718
E12000003,Yorkshire and The Humber,region,01/10/2020,823
E12000003,Yorkshire and The Humber,region,30/09/2020,1059
E12000003,Yorkshire and The Humber,region,29/09/2020,829
E12000003,Yorkshire and The Humber,region,28/09/2020,525
E12000003,Yorkshire and The Humber,region,27/09/2020,636
E12000003,Yorkshire and The Humber,region,26/09/2020,682
E12000003,Yorkshire and The Humber,region,25/09/2020,762
E12000003,Yorkshire and The Humber,region,24/09/2020,808
E12000003,Yorkshire and The Humber,region,23/09/2020,683
E12000003,Yorkshire and The Humber,region,22/09/2020,505
E12000003,Yorkshire and The Humber,region,21/09/2020,492
E12000003,Yorkshire and The Humber,region,20/09/2020,445
E12000003,Yorkshire and The Humber,region,19/09/2020,529
E12000003,Yorkshire and The Humber,region,18/09/2020,517
E12000003,Yorkshire and The Humber,region,17/09/2020,402
E12000003,Yorkshire and The Humber,region,16/09/2020,511
E12000003,Yorkshire and The Humber,region,15/09/2020,387
E12000003,Yorkshire and The Humber,region,14/09/2020,356
E12000003,Yorkshire and The Humber,region,13/09/2020,413
E12000003,Yorkshire and The Humber,region,12/09/2020,418
E12000003,Yorkshire and The Humber,region,11/09/2020,387
E12000003,Yorkshire and The Humber,region,10/09/2020,343
E12000003,Yorkshire and The Humber,region,09/09/2020,294
E12000003,Yorkshire and The Humber,region,08/09/2020,297
