areaCode,areaName,areaType,date,newCasesBySpecimenDateRollingRate,newDeaths28DaysByDeathDateRollingRate
E12000002,North West,region,10/05/2021,36.9,0.1
E12000002,North West,region,09/05/2021,33.6,0.1
E12000002,North West,region,08/05/2021,30.8,0.1
E12000002,North West,region,07/05/2021,30,0.1
E12000002,North West,region,06/05/2021,28.6,0.1
E12000002,North West,region,05/05/2021,27.7,0.2
E12000002,North West,region,04/05/2021,26.6,0.1
E12000002,North West,region,03/05/2021,25.1,0.1
E12000002,North West,region,02/05/2021,26.1,0.2
E12000002,North West,region,01/05/2021,27.3,0.2
E12000002,North West,region,30/04/2021,26.9,0.2
E12000002,North West,region,29/04/2021,26.9,0.2
E12000002,North West,region,28/04/2021,26.2,0.2
E12000002,North West,region,27/04/2021,25.4,0.2
E12000002,North West,region,26/04/2021,25.2,0.2
E12000002,North West,region,25/04/2021,24.1,0.2
E12000002,North West,region,24/04/2021,24.2,0.3
E12000002,North West,region,23/04/2021,24.4,0.2
E12000002,North West,region,22/04/2021,24.3,0.2
E12000002,North West,region,21/04/2021,24.6,0.3
E12000002,North West,region,20/04/2021,24.9,0.3
E12000002,North West,region,19/04/2021,25.3,0.3
E12000002,North West,region,18/04/2021,26,0.3
E12000002,North West,region,17/04/2021,25.9,0.3
E12000002,North West,region,16/04/2021,27.2,0.4
E12000002,North West,region,15/04/2021,28.6,0.4
E12000002,North West,region,14/04/2021,30,0.4
E12000002,North West,region,13/04/2021,31.1,0.4
E12000002,North West,region,12/04/2021,32.5,0.4
E12000002,North West,region,11/04/2021,33.1,0.4
E12000002,North West,region,10/04/2021,33.5,0.4
E12000002,North West,region,09/04/2021,33.8,0.4
E12000002,North West,region,08/04/2021,33.8,0.3
E12000002,North West,region,07/04/2021,34.9,0.4
E12000002,North West,region,06/04/2021,36.3,0.4
E12000002,North West,region,05/04/2021,37.4,0.4
E12000002,North West,region,04/04/2021,39.1,0.4
E12000002,North West,region,03/04/2021,44.4,0.5
E12000002,North West,region,02/04/2021,47,0.5
E12000002,North West,region,01/04/2021,50.4,0.5
E12000002,North West,region,31/03/2021,54.3,0.6
E12000002,North West,region,30/03/2021,57.8,0.7
E12000002,North West,region,29/03/2021,61.5,0.7
E12000002,North West,region,28/03/2021,65.9,0.8
E12000002,North West,region,27/03/2021,67,0.8
E12000002,North West,region,26/03/2021,68,0.9
E12000002,North West,region,25/03/2021,68.9,1
E12000002,North West,region,24/03/2021,69,1
E12000002,North West,region,23/03/2021,70.1,1
E12000002,North West,region,22/03/2021,71,1
E12000002,North West,region,21/03/2021,72.1,1.1
E12000002,North West,region,20/03/2021,70.2,1.2
E12000002,North West,region,19/03/2021,70.9,1.3
E12000002,North West,region,18/03/2021,72.5,1.2
E12000002,North West,region,17/03/2021,72.8,1.4
E12000002,North West,region,16/03/2021,73.7,1.4
E12000002,North West,region,15/03/2021,75.5,1.5
E12000002,North West,region,14/03/2021,76.8,1.5
E12000002,North West,region,13/03/2021,76.4,1.5
E12000002,North West,region,12/03/2021,76.6,1.6
E12000002,North West,region,11/03/2021,76.4,2
E12000002,North West,region,10/03/2021,77.7,2
E12000002,North West,region,09/03/2021,76.9,2
E12000002,North West,region,08/03/2021,76.9,2
E12000002,North West,region,07/03/2021,77.4,2.2
E12000002,North West,region,06/03/2021,77.9,2.4
E12000002,North West,region,05/03/2021,78.5,2.4
E12000002,North West,region,04/03/2021,81.3,2.6
E12000002,North West,region,03/03/2021,87.2,2.7
E12000002,North West,region,02/03/2021,93.7,3.1
E12000002,North West,region,01/03/2021,99.8,3.4
E12000002,North West,region,28/02/2021,110.9,3.5
E12000002,North West,region,27/02/2021,118.9,3.6
E12000002,North West,region,26/02/2021,126.5,3.8
E12000002,North West,region,25/02/2021,134,3.9
E12000002,North West,region,24/02/2021,139,4.4
E12000002,North West,region,23/02/2021,144.7,4.8
E12000002,North West,region,22/02/2021,152.4,5.1
E12000002,North West,region,21/02/2021,159.2,5.3
E12000002,North West,region,20/02/2021,160.9,5.8
E12000002,North West,region,19/02/2021,162.1,6.3
E12000002,North West,region,18/02/2021,166.5,6.8
E12000002,North West,region,17/02/2021,170.9,7
E12000002,North West,region,16/02/2021,173.7,7.5
E12000002,North West,region,15/02/2021,176.5,7.6
E12000002,North West,region,14/02/2021,177.8,8.1
E12000002,North West,region,13/02/2021,183.2,8.2
E12000002,North West,region,12/02/2021,190,8.1
E12000002,North West,region,11/02/2021,194.7,8.3
E12000002,North West,region,10/02/2021,204.3,8.5
E12000002,North West,region,09/02/2021,214.9,8.7
E12000002,North West,region,08/02/2021,224.9,9.1
E12000002,North West,region,07/02/2021,233.9,9.5
E12000002,North West,region,06/02/2021,240.5,10
E12000002,North West,region,05/02/2021,247,10.5
E12000002,North West,region,04/02/2021,258.1,11
E12000002,North West,region,03/02/2021,264.8,11.6
E12000002,North West,region,02/02/2021,274.2,11.9
E12000002,North West,region,01/02/2021,283.8,12.1
E12000002,North West,region,31/01/2021,296.5,12.2
E12000002,North West,region,30/01/2021,303.4,12.3
E12000002,North West,region,29/01/2021,309.3,12.7
E12000002,North West,region,28/01/2021,319.9,12.7
E12000002,North West,region,27/01/2021,330.6,12.5
E12000002,North West,region,26/01/2021,345.4,12.5
E12000002,North West,region,25/01/2021,368.3,12.8
E12000002,North West,region,24/01/2021,390.1,12.7
E12000002,North West,region,23/01/2021,405.4,12.7
E12000002,North West,region,22/01/2021,423.1,12.4
E12000002,North West,region,21/01/2021,436.7,12.1
E12000002,North West,region,20/01/2021,454.9,12.1
E12000002,North West,region,19/01/2021,468.9,11.8
E12000002,North West,region,18/01/2021,486.5,11.1
E12000002,North West,region,17/01/2021,514.1,10.8
E12000002,North West,region,16/01/2021,533.7,10.4
E12000002,North West,region,15/01/2021,548.1,10.3
E12000002,North West,region,14/01/2021,561.8,9.9
E12000002,North West,region,13/01/2021,575.6,9.5
E12000002,North West,region,12/01/2021,592.9,9.1
E12000002,North West,region,11/01/2021,612.1,9
E12000002,North West,region,10/01/2021,622.4,8.4
E12000002,North West,region,09/01/2021,641,8
E12000002,North West,region,08/01/2021,667.8,7.4
E12000002,North West,region,07/01/2021,628.7,6.9
E12000002,North West,region,06/01/2021,615.5,6.8
E12000002,North West,region,05/01/2021,612.2,6.2
E12000002,North West,region,04/01/2021,595.9,6
E12000002,North West,region,03/01/2021,531.2,6.1
E12000002,North West,region,02/01/2021,488.6,5.9
E12000002,North West,region,01/01/2021,429.5,6
E12000002,North West,region,31/12/2020,402.5,6.1
E12000002,North West,region,30/12/2020,361.5,6
E12000002,North West,region,29/12/2020,311.8,6
E12000002,North West,region,28/12/2020,258.8,5.9
E12000002,North West,region,27/12/2020,251.3,5.6
E12000002,North West,region,26/12/2020,229.8,5.5
E12000002,North West,region,25/12/2020,216.1,5.3
E12000002,North West,region,24/12/2020,232.6,5.2
E12000002,North West,region,23/12/2020,227.8,4.8
E12000002,North West,region,22/12/2020,216.1,4.6
E12000002,North West,region,21/12/2020,206.5,4.5
E12000002,North West,region,20/12/2020,195.1,4.6
E12000002,North West,region,19/12/2020,186.5,4.7
E12000002,North West,region,18/12/2020,180.5,4.8
E12000002,North West,region,17/12/2020,173.9,4.7
E12000002,North West,region,16/12/2020,169.4,5
E12000002,North West,region,15/12/2020,163.4,5.1
E12000002,North West,region,14/12/2020,155.6,5.4
E12000002,North West,region,13/12/2020,149.8,5.3
E12000002,North West,region,12/12/2020,147.1,5.3
E12000002,North West,region,11/12/2020,143.7,5.2
E12000002,North West,region,10/12/2020,141.2,5.5
E12000002,North West,region,09/12/2020,137.5,5.6
E12000002,North West,region,08/12/2020,135.6,5.5
E12000002,North West,region,07/12/2020,137.7,5.5
E12000002,North West,region,06/12/2020,138.1,5.5
E12000002,North West,region,05/12/2020,137,5.6
E12000002,North West,region,04/12/2020,139.1,5.7
E12000002,North West,region,03/12/2020,138.9,5.6
E12000002,North West,region,02/12/2020,141.9,5.5
E12000002,North West,region,01/12/2020,147.1,6
E12000002,North West,region,30/11/2020,149.2,6.1
E12000002,North West,region,29/11/2020,153.6,6.3
E12000002,North West,region,28/11/2020,158,6.5
E12000002,North West,region,27/11/2020,161.1,6.9
E12000002,North West,region,26/11/2020,168.6,6.9
E12000002,North West,region,25/11/2020,177,7.1
E12000002,North West,region,24/11/2020,187.4,7.4
E12000002,North West,region,23/11/2020,203.8,7.5
E12000002,North West,region,22/11/2020,220.3,7.7
E12000002,North West,region,21/11/2020,230.5,8
E12000002,North West,region,20/11/2020,244.3,8
E12000002,North West,region,19/11/2020,261.3,8.5
E12000002,North West,region,18/11/2020,278.3,8.6
E12000002,North West,region,17/11/2020,296.7,8.3
E12000002,North West,region,16/11/2020,308.5,8.3
E12000002,North West,region,15/11/2020,327.1,8.4
E12000002,North West,region,14/11/2020,341.7,8.3
E12000002,North West,region,13/11/2020,347.8,8.4
E12000002,North West,region,12/11/2020,356.6,8.3
E12000002,North West,region,11/11/2020,363.4,8.3
E12000002,North West,region,10/11/2020,366,8.4
E12000002,North West,region,09/11/2020,373.3,8.5
E12000002,North West,region,08/11/2020,389.6,8.4
E12000002,North West,region,07/11/2020,388.2,8.4
E12000002,North West,region,06/11/2020,392.7,8.3
E12000002,North West,region,05/11/2020,399.7,8.3
E12000002,North West,region,04/11/2020,408.2,8.4
E12000002,North West,region,03/11/2020,415.5,8.2
E12000002,North West,region,02/11/2020,422,7.9
E12000002,North West,region,01/11/2020,416.8,7.7
E12000002,North West,region,31/10/2020,419.6,7.6
E12000002,North West,region,30/10/2020,422.9,7.2
E12000002,North West,region,29/10/2020,424.2,6.8
E12000002,North West,region,28/10/2020,427.5,6.4
E12000002,North West,region,27/10/2020,439.9,6.2
E12000002,North West,region,26/10/2020,449.3,6
E12000002,North West,region,25/10/2020,457.4,5.8
E12000002,North West,region,24/10/2020,456.4,5.4
E12000002,North West,region,23/10/2020,459.1,5.4
E12000002,North West,region,22/10/2020,451.1,5.2
E12000002,North West,region,21/10/2020,442.4,5
E12000002,North West,region,20/10/2020,427.5,4.7
E12000002,North West,region,19/10/2020,409.2,4.4
E12000002,North West,region,18/10/2020,390.1,4.2
E12000002,North West,region,17/10/2020,386.4,4
E12000002,North West,region,16/10/2020,377.4,3.8
E12000002,North West,region,15/10/2020,375.3,3.6
E12000002,North West,region,14/10/2020,377,3.3
E12000002,North West,region,13/10/2020,375.8,3.1
E12000002,North West,region,12/10/2020,379.2,3
E12000002,North West,region,11/10/2020,373.7,2.7
E12000002,North West,region,10/10/2020,373.2,2.5
E12000002,North West,region,09/10/2020,373.1,2.3
E12000002,North West,region,08/10/2020,368.6,2.2
E12000002,North West,region,07/10/2020,359.5,2.2
E12000002,North West,region,06/10/2020,349.6,2.1
E12000002,North West,region,05/10/2020,331.1,1.9
E12000002,North West,region,04/10/2020,312.3,1.9
E12000002,North West,region,03/10/2020,303.2,1.8
E12000002,North West,region,02/10/2020,290.7,1.7
E12000002,North West,region,01/10/2020,274.4,1.5
E12000002,North West,region,30/09/2020,255.1,1.4
E12000002,North West,region,29/09/2020,234.5,1.3
E12000002,North West,region,28/09/2020,217.7,1.4
E12000002,North West,region,27/09/2020,197,1.2
E12000002,North West,region,26/09/2020,187.5,1
E12000002,North West,region,25/09/2020,180.3,0.9
E12000002,North West,region,24/09/2020,168.9,0.9
E12000002,North West,region,23/09/2020,157.6,0.8
E12000002,North West,region,22/09/2020,147.9,0.7
E12000002,North West,region,21/09/2020,135.5,0.6
E12000002,North West,region,20/09/2020,129.6,0.6
E12000002,North West,region,19/09/2020,116.6,0.6
E12000002,North West,region,18/09/2020,106.4,0.6
E12000002,North West,region,17/09/2020,99.1,0.6
E12000002,North West,region,16/09/2020,92.4,0.5
E12000002,North West,region,15/09/2020,84.1,0.5
E12000002,North West,region,14/09/2020,81.3,0.5
E12000002,North West,region,13/09/2020,80.1,0.5
E12000002,North West,region,12/09/2020,79.6,0.5
E12000002,North West,region,11/09/2020,76.5,0.5
E12000002,North West,region,10/09/2020,73.3,0.5
E12000002,North West,region,09/09/2020,69.6,0.4
E12000002,North West,region,08/09/2020,67.4,0.4
E12000002,North West,region,07/09/2020,61.7,0.3
E12000002,North West,region,06/09/2020,52,0.2
E12000002,North West,region,05/09/2020,47.6,0.2
E12000002,North West,region,04/09/2020,43.6,0.1
E12000002,North West,region,03/09/2020,39.7,0.2
E12000002,North West,region,02/09/2020,34.9,0.1
E12000002,North West,region,01/09/2020,29.5,0.2
E12000002,North West,region,31/08/2020,26.3,0.2
E12000002,North West,region,30/08/2020,26.1,0.3
E12000002,North West,region,29/08/2020,24.3,0.4
E12000002,North West,region,28/08/2020,23.4,0.4
E12000002,North West,region,27/08/2020,21.4,0.4
E12000002,North West,region,26/08/2020,20.5,0.4
E12000002,North West,region,25/08/2020,20.1,0.4
E12000002,North West,region,24/08/2020,19.9,0.3
E12000002,North West,region,23/08/2020,20.3,0.3
E12000002,North West,region,22/08/2020,20.2,0.2
E12000002,North West,region,21/08/2020,20,0.3
E12000002,North West,region,20/08/2020,20.3,0.2
E12000002,North West,region,19/08/2020,20.4,0.2
E12000002,North West,region,18/08/2020,20.6,0.2
E12000002,North West,region,17/08/2020,22.3,0.3
E12000002,North West,region,16/08/2020,23.4,0.2
E12000002,North West,region,15/08/2020,23.9,0.3
E12000002,North West,region,14/08/2020,24.7,0.3
E12000002,North West,region,13/08/2020,24.9,0.3
E12000002,North West,region,12/08/2020,25.5,0.3
E12000002,North West,region,11/08/2020,25.3,0.3
E12000002,North West,region,10/08/2020,24.9,0.3
E12000002,North West,region,09/08/2020,24.1,0.4
E12000002,North West,region,08/08/2020,24.2,0.4
E12000002,North West,region,07/08/2020,23.3,0.3
E12000002,North West,region,06/08/2020,22.6,0.3
E12000002,North West,region,05/08/2020,21.8,0.3
E12000002,North West,region,04/08/2020,22.2,0.3
E12000002,North West,region,03/08/2020,20.9,0.3
E12000002,North West,region,02/08/2020,19.4,0.2
E12000002,North West,region,01/08/2020,19.3,0.2
E12000002,North West,region,31/07/2020,19,0.3
E12000002,North West,region,30/07/2020,18.6,0.3
E12000002,North West,region,29/07/2020,18,0.2
E12000002,North West,region,28/07/2020,17,0.3
E12000002,North West,region,27/07/2020,16.3,0.3
E12000002,North West,region,26/07/2020,16,0.3
E12000002,North West,region,25/07/2020,15.1,0.3
E12000002,North West,region,24/07/2020,14.6,0.3
E12000002,North West,region,23/07/2020,13.9,0.3
E12000002,North West,region,22/07/2020,13.5,0.3
E12000002,North West,region,21/07/2020,12.6,0.3
E12000002,North West,region,20/07/2020,11.9,0.3
E12000002,North West,region,19/07/2020,11.1,0.4
E12000002,North West,region,18/07/2020,10.6,0.4
E12000002,North West,region,17/07/2020,10.2,0.4
E12000002,North West,region,16/07/2020,9.9,0.4
E12000002,North West,region,15/07/2020,9.7,0.5
E12000002,North West,region,14/07/2020,9.3,0.5
E12000002,North West,region,13/07/2020,9.1,0.4
E12000002,North West,region,12/07/2020,9.6,0.5
E12000002,North West,region,11/07/2020,10.5,0.6
E12000002,North West,region,10/07/2020,10.3,0.6
E12000002,North West,region,09/07/2020,10.5,0.6
E12000002,North West,region,08/07/2020,10,0.6
E12000002,North West,region,07/07/2020,9.9,0.6
E12000002,North West,region,06/07/2020,10,0.6
E12000002,North West,region,05/07/2020,9.8,0.6
E12000002,North West,region,04/07/2020,9.5,0.7
E12000002,North West,region,03/07/2020,9.8,0.7
E12000002,North West,region,02/07/2020,9.9,0.7
E12000002,North West,region,01/07/2020,10.3,0.9
E12000002,North West,region,30/06/2020,11,1
E12000002,North West,region,29/06/2020,11.4,1.2
E12000002,North West,region,28/06/2020,11.8,1.2
E12000002,North West,region,27/06/2020,11.9,1.1
E12000002,North West,region,26/06/2020,12.2,1.2
E12000002,North West,region,25/06/2020,13,1.2
E12000002,North West,region,24/06/2020,13.7,1.2
E12000002,North West,region,23/06/2020,14,1.2
E12000002,North West,region,22/06/2020,15.1,1.1
E12000002,North West,region,21/06/2020,15.3,1.2
E12000002,North West,region,20/06/2020,15.9,1.3
E12000002,North West,region,19/06/2020,16.1,1.3
E12000002,North West,region,18/06/2020,16.2,1.5
E12000002,North West,region,17/06/2020,16.1,1.5
E12000002,North West,region,16/06/2020,16.7,1.5
E12000002,North West,region,15/06/2020,16.7,1.5
E12000002,North West,region,14/06/2020,16.7,1.7
E12000002,North West,region,13/06/2020,16.5,1.9
E12000002,North West,region,12/06/2020,16.5,2.1
E12000002,North West,region,11/06/2020,17,2.2
E12000002,North West,region,10/06/2020,17.9,2.4
E12000002,North West,region,09/06/2020,18.3,2.5
E12000002,North West,region,08/06/2020,19.2,2.6
E12000002,North West,region,07/06/2020,20.6,2.6
E12000002,North West,region,06/06/2020,22,2.4
E12000002,North West,region,05/06/2020,23.2,2.4
E12000002,North West,region,04/06/2020,24.5,2.5
E12000002,North West,region,03/06/2020,25.7,2.6
E12000002,North West,region,02/06/2020,26.3,2.6
E12000002,North West,region,01/06/2020,26.5,2.7
E12000002,North West,region,31/05/2020,26.6,2.9
E12000002,North West,region,30/05/2020,27,3.1
E12000002,North West,region,29/05/2020,28,3.3
E12000002,North West,region,28/05/2020,29,3.3
E12000002,North West,region,27/05/2020,30.3,3.3
E12000002,North West,region,26/05/2020,33.1,3.4
E12000002,North West,region,25/05/2020,36.8,3.6
E12000002,North West,region,24/05/2020,38.7,3.7
E12000002,North West,region,23/05/2020,39.2,3.7
E12000002,North West,region,22/05/2020,40.7,3.8
E12000002,North West,region,21/05/2020,41,4.2
E12000002,North West,region,20/05/2020,41,4.2
E12000002,North West,region,19/05/2020,41.4,4.2
E12000002,North West,region,18/05/2020,41,4.4
E12000002,North West,region,17/05/2020,42.5,4.6
E12000002,North West,region,16/05/2020,43.2,5
E12000002,North West,region,15/05/2020,42.4,5
E12000002,North West,region,14/05/2020,43.7,5.1
E12000002,North West,region,13/05/2020,44.7,5.6
E12000002,North West,region,12/05/2020,45.5,6
E12000002,North West,region,11/05/2020,45.8,6
E12000002,North West,region,10/05/2020,44.3,6.4
E12000002,North West,region,09/05/2020,46.3,6.4
E12000002,North West,region,08/05/2020,47.2,6.8
E12000002,North West,region,07/05/2020,50.5,6.9
E12000002,North West,region,06/05/2020,54.1,7.1
E12000002,North West,region,05/05/2020,57,7.4
E12000002,North West,region,04/05/2020,58.9,7.6
E12000002,North West,region,03/05/2020,61.6,7.8
E12000002,North West,region,02/05/2020,60.7,8
E12000002,North West,region,01/05/2020,62.6,8.2
E12000002,North West,region,30/04/2020,62.9,8.7
E12000002,North West,region,29/04/2020,64.1,9
E12000002,North West,region,28/04/2020,65.8,9.5
E12000002,North West,region,27/04/2020,65.7,9.9
E12000002,North West,region,26/04/2020,66.4,10.1
E12000002,North West,region,25/04/2020,68.9,10.1
E12000002,North West,region,24/04/2020,73.1,10.7
E12000002,North West,region,23/04/2020,70.8,10.8
E12000002,North West,region,22/04/2020,69.7,11.5
E12000002,North West,region,21/04/2020,66.7,11.6
E12000002,North West,region,20/04/2020,65.8,12.2
E12000002,North West,region,19/04/2020,64.9,12.7
E12000002,North West,region,18/04/2020,63.2,13.5
E12000002,North West,region,17/04/2020,59.8,13.8
E12000002,North West,region,16/04/2020,60.1,14.1
E12000002,North West,region,15/04/2020,60.4,13.6
E12000002,North West,region,14/04/2020,62.5,13.8
E12000002,North West,region,13/04/2020,64.7,13.9
E12000002,North West,region,12/04/2020,68.3,13.4
E12000002,North West,region,11/04/2020,70.1,12.9
E12000002,North West,region,10/04/2020,70,12.2
E12000002,North West,region,09/04/2020,71.1,11.8
E12000002,North West,region,08/04/2020,69.4,11.6
E12000002,North West,region,07/04/2020,66.3,11
E12000002,North West,region,06/04/2020,63.1,9.7
E12000002,North West,region,05/04/2020,58,9.2
E12000002,North West,region,04/04/2020,54.4,8.2
E12000002,North West,region,03/04/2020,50.5,7.4
E12000002,North West,region,02/04/2020,45.8,6.4
E12000002,North West,region,01/04/2020,41.4,5.3
E12000002,North West,region,31/03/2020,36.4,4.3
E12000002,North West,region,30/03/2020,32.2,3.7
E12000002,North West,region,29/03/2020,27.8,3.1
E12000002,North West,region,28/03/2020,24.5,2.6
E12000002,North West,region,27/03/2020,21.7,2.2
E12000002,North West,region,26/03/2020,18.3,1.8
E12000002,North West,region,25/03/2020,14.8,1.5
E12000002,North West,region,24/03/2020,12.5,1.3
E12000002,North West,region,23/03/2020,9.8,1
E12000002,North West,region,22/03/2020,8.2,0.8
E12000002,North West,region,21/03/2020,6.9,0.7
E12000002,North West,region,20/03/2020,5.7,0.5
E12000002,North West,region,19/03/2020,5.2,0.4
E12000002,North West,region,18/03/2020,4.4,0.3
E12000002,North West,region,17/03/2020,3.5,0.2
E12000002,North West,region,16/03/2020,2.9,0.2
E12000002,North West,region,15/03/2020,2.3,0.1
E12000002,North West,region,14/03/2020,2,0.1
E12000002,North West,region,13/03/2020,1.8,
E12000002,North West,region,12/03/2020,1.3,
E12000002,North West,region,11/03/2020,0.9,
E12000002,North West,region,10/03/2020,0.7,
E12000002,North West,region,09/03/2020,0.6,
E12000002,North West,region,08/03/2020,0.6,
E12000002,North West,region,07/03/2020,0.6,
E12000002,North West,region,06/03/2020,0.4,
E12000002,North West,region,05/03/2020,0.4,
E12000002,North West,region,04/03/2020,0.3,
E12000002,North West,region,03/03/2020,0.3,
E12000002,North West,region,02/03/2020,0.2,
E12000002,North West,region,01/03/2020,0.1,
E12000003,Yorkshire and The Humber,region,13/05/2023,13.8,0.5
E12000003,Yorkshire and The Humber,region,12/05/2023,13.8,0.5
E12000003,Yorkshire and The Humber,region,11/05/2023,14,0.6
E12000003,Yorkshire and The Humber,region,10/05/2023,14.2,0.6
E12000003,Yorkshire and The Humber,region,09/05/2023,14.5,0.7
E12000003,Yorkshire and The Humber,region,08/05/2023,15.3,0.9
E12000003,Yorkshire and The Humber,region,07/05/2023,15.6,0.8
E12000003,Yorkshire and The Humber,region,06/05/2023,15.9,0.9
E12000003,Yorkshire and The Humber,region,05/05/2023,16.9,0.9
E12000003,Yorkshire and The Humber,region,04/05/2023,17.1,0.9
E12000003,Yorkshire and The Humber,region,03/05/2023,17.4,1
E12000003,Yorkshire and The Humber,region,02/05/2023,17.4,0.9
E12000003,Yorkshire and The Humber,region,01/05/2023,16.7,0.9
E12000003,Yorkshire and The Humber,region,30/04/2023,17.3,0.8
E12000003,Yorkshire and The Humber,region,29/04/2023,17.7,0.7
E12000003,Yorkshire and The Humber,region,28/04/2023,17.2,0.9
E12000003,Yorkshire and The Humber,region,27/04/2023,17.3,1
E12000003,Yorkshire and The Humber,region,26/04/2023,17.4,0.9
E12000003,Yorkshire and The Humber,region,25/04/2023,17.6,1
E12000003,Yorkshire and The Humber,region,24/04/2023,18.7,1.1
E12000003,Yorkshire and The Humber,region,23/04/2023,19.3,1.3
E12000003,Yorkshire and The Humber,region,22/04/2023,20.4,1.4
E12000003,Yorkshire and The Humber,region,21/04/2023,20.8,1.3
E12000003,Yorkshire and The Humber,region,20/04/2023,21.3,1.2
E12000003,Yorkshire and The Humber,region,19/04/2023,21.8,1.3
E12000003,Yorkshire and The Humber,region,18/04/2023,23,1.2
E12000003,Yorkshire and The Humber,region,17/04/2023,24,1.2
E12000003,Yorkshire and The Humber,region,16/04/2023,24.8,1.2
E12000003,Yorkshire and The Humber,region,15/04/2023,24.5,1.3
E12000003,Yorkshire and The Humber,region,14/04/2023,25.3,1.4
E12000003,Yorkshire and The Humber,region,13/04/2023,25.4,1.5
E12000003,Yorkshire and The Humber,region,12/04/2023,26.5,1.5
E12000003,Yorkshire and The Humber,region,11/04/2023,26.6,1.5
E12000003,Yorkshire and The Humber,region,10/04/2023,26.2,1.6
E12000003,Yorkshire and The Humber,region,09/04/2023,26.5,1.6
E12000003,Yorkshire and The Humber,region,08/04/2023,27,1.5
E12000003,Yorkshire and The Humber,region,07/04/2023,28,1.3
E12000003,Yorkshire and The Humber,region,06/04/2023,29.7,1.4
E12000003,Yorkshire and The Humber,region,05/04/2023,31.5,1.5
E12000003,Yorkshire and The Humber,region,04/04/2023,34.3,1.8
E12000003,Yorkshire and The Humber,region,03/04/2023,37.7,1.9
E12000003,Yorkshire and The Humber,region,02/04/2023,40.2,1.8
E12000003,Yorkshire and The Humber,region,01/04/2023,42.1,1.9
E12000003,Yorkshire and The Humber,region,31/03/2023,43.6,2.1
E12000003,Yorkshire and The Humber,region,30/03/2023,46.6,2
E12000003,Yorkshire and The Humber,region,29/03/2023,47.9,1.9
E12000003,Yorkshire and The Humber,region,28/03/2023,49.5,1.9
E12000003,Yorkshire and The Humber,region,27/03/2023,51.2,1.9
E12000003,Yorkshire and The Humber,region,26/03/2023,53,1.9
E12000003,Yorkshire and The Humber,region,25/03/2023,54.4,1.8
E12000003,Yorkshire and The Humber,region,24/03/2023,54,1.8
E12000003,Yorkshire and The Humber,region,23/03/2023,54.1,2
E12000003,Yorkshire and The Humber,region,22/03/2023,54.9,2
E12000003,Yorkshire and The Humber,region,21/03/2023,54.6,1.9
E12000003,Yorkshire and The Humber,region,20/03/2023,55.3,1.7
E12000003,Yorkshire and The Humber,region,19/03/2023,55.5,1.7
E12000003,Yorkshire and The Humber,region,18/03/2023,56.5,1.9
E12000003,Yorkshire and The Humber,region,17/03/2023,57.3,1.8
E12000003,Yorkshire and The Humber,region,16/03/2023,56,1.7
E12000003,Yorkshire and The Humber,region,15/03/2023,55.2,1.6
E12000003,Yorkshire and The Humber,region,14/03/2023,56.7,1.5
E12000003,Yorkshire and The Humber,region,13/03/2023,56,1.6
E12000003,Yorkshire and The Humber,region,12/03/2023,56,1.7
E12000003,Yorkshire and The Humber,region,11/03/2023,53.6,1.7
E12000003,Yorkshire and The Humber,region,10/03/2023,52.1,1.7
E12000003,Yorkshire and The Humber,region,09/03/2023,52.6,1.7
E12000003,Yorkshire and The Humber,region,08/03/2023,51.8,1.8
E12000003,Yorkshire and The Humber,region,07/03/2023,49.9,1.8
E12000003,Yorkshire and The Humber,region,06/03/2023,49.1,1.9
E12000003,Yorkshire and The Humber,region,05/03/2023,48.7,1.8
E12000003,Yorkshire and The Humber,region,04/03/2023,48.7,1.5
E12000003,Yorkshire and The Humber,region,03/03/2023,49,1.6
E12000003,Yorkshire and The Humber,region,02/03/2023,49.1,1.6
E12000003,Yorkshire and The Humber,region,01/03/2023,49.6,1.4
E12000003,Yorkshire and The Humber,region,28/02/2023,48.4,1.3
E12000003,Yorkshire and The Humber,region,27/02/2023,48.6,1.2
E12000003,Yorkshire and The Humber,region,26/02/2023,48.5,1.3
E12000003,Yorkshire and The Humber,region,25/02/2023,49.5,1.3
E12000003,Yorkshire and The Humber,region,24/02/2023,50.1,1.3
E12000003,Yorkshire and The Humber,region,23/02/2023,50.3,1.2
E12000003,Yorkshire and The Humber,region,22/02/2023,51.5,1.2
E12000003,Yorkshire and The Humber,region,21/02/2023,50.9,1.2
E12000003,Yorkshire and The Humber,region,20/02/2023,50.1,1.3
E12000003,Yorkshire and The Humber,region,19/02/2023,49.7,1.2
E12000003,Yorkshire and The Humber,region,18/02/2023,47.6,1.2
E12000003,Yorkshire and The Humber,region,17/02/2023,46,1.4
E12000003,Yorkshire and The Humber,region,16/02/2023,43.5,1.4
E12000003,Yorkshire and The Humber,region,15/02/2023,41,1.5
E12000003,Yorkshire and The Humber,region,14/02/2023,41,1.6
E12000003,Yorkshire and The Humber,region,13/02/2023,39.1,1.4
E12000003,Yorkshire and The Humber,region,12/02/2023,37.9,1.5
E12000003,Yorkshire and The Humber,region,11/02/2023,37.7,1.5
E12000003,Yorkshire and The Humber,region,10/02/2023,37.8,1.2
E12000003,Yorkshire and The Humber,region,09/02/2023,38,1.2
E12000003,Yorkshire and The Humber,region,08/02/2023,38.3,1.1
E12000003,Yorkshire and The Humber,region,07/02/2023,37.4,1.2
