areaCode,areaName,areaType,date,newCasesBySpecimenDateRollingRate,newDeaths28DaysByDeathDateRollingRate
E12000001,North East,region,13/05/2023,14.8,0.9
E12000001,North East,region,12/05/2023,14.8,0.9
E12000001,North East,region,11/05/2023,15.4,1.1
E12000001,North East,region,10/05/2023,16.2,1
E12000001,North East,region,09/05/2023,16.2,1
E12000001,North East,region,08/05/2023,16,1.2
E12000001,North East,region,07/05/2023,16.2,1
E12000001,North East,region,06/05/2023,16.2,1.2
E12000001,North East,region,05/05/2023,16.7,1.2
E12000001,North East,region,04/05/2023,16.7,1.1
E12000001,North East,region,03/05/2023,16.3,1.2
E12000001,North East,region,02/05/2023,16.3,1.3
E12000001,North East,region,01/05/2023,15.9,1.1
E12000001,North East,region,30/04/2023,16.8,1.1
E12000001,North East,region,29/04/2023,17,1
E12000001,North East,region,28/04/2023,16.9,1.1
E12000001,North East,region,27/04/2023,17.3,1.3
E12000001,North East,region,26/04/2023,18.2,1.2
E12000001,North East,region,25/04/2023,19.4,1.1
E12000001,North East,region,24/04/2023,20.5,1.3
E12000001,North East,region,23/04/2023,20.9,1.5
E12000001,North East,region,22/04/2023,21.1,1.6
E12000001,North East,region,21/04/2023,21.6,1.7
E12000001,North East,region,20/04/2023,22.2,1.7
E12000001,North East,region,19/04/2023,22.8,2.1
E12000001,North East,region,18/04/2023,24.5,2.4
E12000001,North East,region,17/04/2023,25.7,2.2
E12000001,North East,region,16/04/2023,25.8,2.1
E12000001,North East,region,15/04/2023,27,1.9
E12000001,North East,region,14/04/2023,27.8,1.9
E12000001,North East,region,13/04/2023,27.9,1.9
E12000001,North East,region,12/04/2023,28.4,1.8
E12000001,North East,region,11/04/2023,27.1,1.5
E12000001,North East,region,10/04/2023,27.6,1.7
E12000001,North East,region,09/04/2023,28.8,1.9
E12000001,North East,region,08/04/2023,30.1,1.9
E12000001,North East,region,07/04/2023,30.8,1.7
E12000001,North East,region,06/04/2023,33.2,1.6
E12000001,North East,region,05/04/2023,36.1,1.7
E12000001,North East,region,04/04/2023,39.9,1.9
E12000001,North East,region,03/04/2023,43.3,1.9
E12000001,North East,region,02/04/2023,46.8,1.9
E12000001,North East,region,01/04/2023,47.4,2.2
E12000001,North East,region,31/03/2023,48.3,2.6
E12000001,North East,region,30/03/2023,51.9,2.6
E12000001,North East,region,29/03/2023,54.9,2.4
E12000001,North East,region,28/03/2023,55.4,2.5
E12000001,North East,region,27/03/2023,55.7,2.2
E12000001,North East,region,26/03/2023,56.9,2.2
E12000001,North East,region,25/03/2023,57.4,2.2
E12000001,North East,region,24/03/2023,58.6,2
E12000001,North East,region,23/03/2023,55.5,2.1
E12000001,North East,region,22/03/2023,52.5,2.2
E12000001,North East,region,21/03/2023,51.6,2.1
E12000001,North East,region,20/03/2023,52.4,2.3
E12000001,North East,region,19/03/2023,52.4,2.1
E12000001,North East,region,18/03/2023,52.6,2
E12000001,North East,region,17/03/2023,51.1,2.1
E12000001,North East,region,16/03/2023,53.3,2.1
E12000001,North East,region,15/03/2023,53.6,2.3
E12000001,North East,region,14/03/2023,54.6,2.2
E12000001,North East,region,13/03/2023,54.7,2.2
E12000001,North East,region,12/03/2023,53.7,2.3
E12000001,North East,region,11/03/2023,54,2.2
E12000001,North East,region,10/03/2023,54.2,2.1
E12000001,North East,region,09/03/2023,54,2.1
E12000001,North East,region,08/03/2023,55.7,2.1
E12000001,North East,region,07/03/2023,57.7,2.2
E12000001,North East,region,06/03/2023,57.1,2.1
E12000001,North East,region,05/03/2023,58.2,2.2
E12000001,North East,region,04/03/2023,58.6,2
E12000001,North East,region,03/03/2023,58.9,1.9
E12000001,North East,region,02/03/2023,57.6,2
E12000001,North East,region,01/03/2023,56,2
E12000001,North East,region,28/02/2023,54.9,2
E12000001,North East,region,27/02/2023,56.6,2.1
E12000001,North East,region,26/02/2023,56.5,2
E12000001,North East,region,25/02/2023,55.4,2.2
E12000001,North East,region,24/02/2023,55.1,2.1
E12000001,North East,region,23/02/2023,55.1,2.2
E12000001,North East,region,22/02/2023,55,2.1
E12000001,North East,region,21/02/2023,54.2,1.9
E12000001,North East,region,20/02/2023,55,1.8
E12000001,North East,region,19/02/2023,55.3,1.8
E12000001,North East,region,18/02/2023,55,1.6
E12000001,North East,region,17/02/2023,55.9,1.8
E12000001,North East,region,16/02/2023,56.2,1.9
E12000001,North East,region,15/02/2023,55.5,1.9
E12000001,North East,region,14/02/2023,54.1,1.9
E12000001,North East,region,13/02/2023,50.3,2
E12000001,North East,region,12/02/2023,49.1,1.8
E12000001,North East,region,11/02/2023,49.4,1.9
E12000001,North East,region,10/02/2023,47.7,1.9
E12000001,North East,region,09/02/2023,45,1.5
E12000001,North East,region,08/02/2023,43.9,1.3
E12000001,North East,region,07/02/2023,44.8,1.3
E12000001,North East,region,06/02/2023,44.6,1.3
E12000001,North East,region,05/02/2023,42.7,1.4
E12000001,North East,region,04/02/2023,40.6,1.3
E12000001,North East,region,03/02/2023,39,1.2
E12000001,North East,region,02/02/2023,38.3,1.3
E12000001,North East,region,01/02/2023,36.9,1.3
E12000001,North East,region,31/01/2023,34.2,1.3
E12000001,North East,region,30/01/2023,31.8,1.3
E12000001,North East,region,29/01/2023,29.9,1.6
E12000001,North East,region,28/01/2023,29.4,1.6
E12000001,North East,region,27/01/2023,29.6,1.8
E12000001,North East,region,26/01/2023,28.5,1.7
E12000001,North East,region,25/01/2023,28.5,1.8
E12000001,North East,region,24/01/2023,27.2,1.9
E12000001,North East,region,23/01/2023,27.2,1.7
E12000001,North East,region,22/01/2023,26.9,1.5
E12000001,North East,region,21/01/2023,27.3,1.7
E12000001,North East,region,20/01/2023,27.2,1.8
E12000001,North East,region,19/01/2023,28.7,1.9
E12000001,North East,region,18/01/2023,29.5,1.9
E12000001,North East,region,17/01/2023,31.5,2.1
E12000001,North East,region,16/01/2023,32.7,2.3
E12000001,North East,region,15/01/2023,34.2,2.5
E12000001,North East,region,14/01/2023,35.2,2.5
E12000001,North East,region,13/01/2023,37.8,2.3
E12000001,North East,region,12/01/2023,41.4,2.2
E12000001,North East,region,11/01/2023,44.4,2.4
E12000001,North East,region,10/01/2023,46.8,2.3
E12000001,North East,region,09/01/2023,51.8,2.2
E12000001,North East,region,08/01/2023,52.5,2.1
E12000001,North East,region,07/01/2023,52.4,2.2
E12000001,North East,region,06/01/2023,53.2,2.3
E12000001,North East,region,05/01/2023,54.6,2.5
E12000001,North East,region,04/01/2023,59.8,2.4
E12000001,North East,region,03/01/2023,63.4,2.4
E12000001,North East,region,02/01/2023,60.9,2.7
E12000001,North East,region,01/01/2023,60.1,2.5
E12000001,North East,region,31/12/2022,60.2,2.4
E12000001,North East,region,30/12/2022,59.6,2.1
E12000001,North East,region,29/12/2022,56.5,2.1
E12000001,North East,region,28/12/2022,51.4,1.9
E12000001,North East,region,27/12/2022,49.8,1.8
E12000001,North East,region,26/12/2022,52.5,1.4
E12000001,North East,region,25/12/2022,56.3,1.4
E12000001,North East,region,24/12/2022,58,1.3
E12000001,North East,region,23/12/2022,57.9,1.3
E12000001,North East,region,22/12/2022,59.4,1.1
E12000001,North East,region,21/12/2022,59.3,1
E12000001,North East,region,20/12/2022,58,1
E12000001,North East,region,19/12/2022,54.4,1
E12000001,North East,region,18/12/2022,52.4,1
E12000001,North East,region,17/12/2022,52.4,1
E12000001,North East,region,16/12/2022,51.9,0.9
E12000001,North East,region,15/12/2022,49.5,1.2
E12000001,North East,region,14/12/2022,47.4,1.1
E12000001,North East,region,13/12/2022,45,1
E12000001,North East,region,12/12/2022,44,1
E12000001,North East,region,11/12/2022,44.7,1
E12000001,North East,region,10/12/2022,43.7,0.9
E12000001,North East,region,09/12/2022,42.5,0.8
E12000001,North East,region,08/12/2022,42,0.6
E12000001,North East,region,07/12/2022,41.9,0.6
E12000001,North East,region,06/12/2022,41.9,0.6
E12000001,North East,region,05/12/2022,41,0.5
E12000001,North East,region,04/12/2022,38.9,0.5
E12000001,North East,region,03/12/2022,38.6,0.6
E12000001,North East,region,02/12/2022,38.2,0.7
E12000001,North East,region,01/12/2022,37,0.6
E12000001,North East,region,30/11/2022,36.3,0.6
E12000001,North East,region,29/11/2022,34.2,0.7
E12000001,North East,region,28/11/2022,33.8,0.9
E12000001,North East,region,27/11/2022,32.2,1
E12000001,North East,region,26/11/2022,30.4,1
E12000001,North East,region,25/11/2022,31.2,1
E12000001,North East,region,24/11/2022,31.4,1.1
E12000001,North East,region,23/11/2022,31.3,1.2
E12000001,North East,region,22/11/2022,31.4,1.1
E12000001,North East,region,21/11/2022,30.1,1.2
E12000001,North East,region,20/11/2022,31.1,1.4
E12000001,North East,region,19/11/2022,32.6,1.3
E12000001,North East,region,18/11/2022,32.4,1.3
E12000001,North East,region,17/11/2022,32.9,1.6
E12000001,North East,region,16/11/2022,32.6,1.6
E12000001,North East,region,15/11/2022,34.8,1.7
E12000001,North East,region,14/11/2022,35.9,1.8
E12000001,North East,region,13/11/2022,36.7,1.6
E12000001,North East,region,12/11/2022,37,1.8
E12000001,North East,region,11/11/2022,37.6,1.9
E12000001,North East,region,10/11/2022,37.9,1.6
E12000001,North East,region,09/11/2022,38.5,1.9
E12000001,North East,region,08/11/2022,40,1.9
E12000001,North East,region,07/11/2022,42.3,2
E12000001,North East,region,06/11/2022,44,1.9
E12000001,North East,region,05/11/2022,45.4,1.9
E12000001,North East,region,04/11/2022,46.1,2
E12000001,North East,region,03/11/2022,49.2,2
E12000001,North East,region,02/11/2022,51,1.9
E12000001,North East,region,01/11/2022,53.2,2
E12000001,North East,region,31/10/2022,55.5,1.8
E12000001,North East,region,30/10/2022,59.2,1.9
E12000001,North East,region,29/10/2022,62.4,1.9
E12000001,North East,region,28/10/2022,65.5,2
E12000001,North East,region,27/10/2022,68.7,2.2
E12000001,North East,region,26/10/2022,71.9,2.1
E12000001,North East,region,25/10/2022,73.7,2.2
E12000001,North East,region,24/10/2022,78.4,2.3
E12000001,North East,region,23/10/2022,83.5,2.5
E12000001,North East,region,22/10/2022,86,2.3
E12000001,North East,region,21/10/2022,87.7,2.4
E12000001,North East,region,20/10/2022,88.2,2.4
E12000001,North East,region,19/10/2022,91.1,2.5
E12000001,North East,region,18/10/2022,91.4,2.3
E12000001,North East,region,17/10/2022,91.5,2.3
E12000001,North East,region,16/10/2022,91.9,2.1
E12000001,North East,region,15/10/2022,94.6,2.2
E12000001,North East,region,14/10/2022,96.7,2
E12000001,North East,region,13/10/2022,100.1,1.9
E12000001,North East,region,12/10/2022,103.3,1.9
E12000001,North East,region,11/10/2022,107.8,1.9
E12000001,North East,region,10/10/2022,109.4,1.9
E12000001,North East,region,09/10/2022,110,1.8
E12000001,North East,region,08/10/2022,109.4,1.6
E12000001,North East,region,07/10/2022,109,1.6
E12000001,North East,region,06/10/2022,108,1.6
E12000001,North East,region,05/10/2022,106.6,1.5
E12000001,North East,region,04/10/2022,105.2,1.4
E12000001,North East,region,03/10/2022,105.3,1.3
E12000001,North East,region,02/10/2022,103.8,1.3
E12000001,North East,region,01/10/2022,101.7,1.2
E12000001,North East,region,30/09/2022,100.5,1.2
E12000001,North East,region,29/09/2022,98.6,0.9
E12000001,North East,region,28/09/2022,97.6,0.9
E12000001,North East,region,27/09/2022,94.8,0.7
E12000001,North East,region,26/09/2022,93.6,0.9
E12000001,North East,region,25/09/2022,88.3,0.7
E12000001,North East,region,24/09/2022,83.4,0.9
E12000001,North East,region,23/09/2022,78.8,0.8
E12000001,North East,region,22/09/2022,74.7,0.8
E12000001,North East,region,21/09/2022,70.1,0.7
E12000001,North East,region,20/09/2022,68.3,0.9
E12000001,North East,region,19/09/2022,62.4,0.7
E12000001,North East,region,18/09/2022,61.7,0.7
E12000001,North East,region,17/09/2022,62.5,0.6
E12000001,North East,region,16/09/2022,62,0.7
E12000001,North East,region,15/09/2022,60.4,0.8
E12000001,North East,region,14/09/2022,58.7,0.9
E12000001,North East,region,13/09/2022,54.5,0.8
E12000001,North East,region,12/09/2022,52.4,0.7
E12000001,North East,region,11/09/2022,51.9,0.7
E12000001,North East,region,10/09/2022,50.7,0.7
E12000001,North East,region,09/09/2022,51.4,0.8
E12000001,North East,region,08/09/2022,50.8,0.8
E12000001,North East,region,07/09/2022,49.6,0.7
E12000001,North East,region,06/09/2022,49.1,0.9
E12000001,North East,region,05/09/2022,50.1,1
E12000001,North East,region,04/09/2022,48.4,1
E12000001,North East,region,03/09/2022,46.2,1.1
E12000001,North East,region,02/09/2022,45.3,1.1
E12000001,North East,region,01/09/2022,45.8,1.1
E12000001,North East,region,31/08/2022,45.6,1.1
E12000001,North East,region,30/08/2022,47.2,0.9
E12000001,North East,region,29/08/2022,46.3,1.1
E12000001,North East,region,28/08/2022,46.7,1.2
E12000001,North East,region,27/08/2022,49,1.1
E12000001,North East,region,26/08/2022,48.5,1.1
E12000001,North East,region,25/08/2022,48,1.1
E12000001,North East,region,24/08/2022,48.8,1.1
E12000001,North East,region,23/08/2022,48.7,1.3
E12000001,North East,region,22/08/2022,49.1,1.2
E12000001,North East,region,21/08/2022,51,1.1
E12000001,North East,region,20/08/2022,52.9,1
E12000001,North East,region,19/08/2022,55.4,1
E12000001,North East,region,18/08/2022,59.1,1
E12000001,North East,region,17/08/2022,60.4,1.2
E12000001,North East,region,16/08/2022,63.9,1.2
E12000001,North East,region,15/08/2022,68.3,1.2
E12000001,North East,region,14/08/2022,70,1.4
E12000001,North East,region,13/08/2022,71.3,1.5
E12000001,North East,region,12/08/2022,73.2,1.6
E12000001,North East,region,11/08/2022,76.2,1.7
E12000001,North East,region,10/08/2022,80.9,1.8
E12000001,North East,region,09/08/2022,82.3,1.8
E12000001,North East,region,08/08/2022,83.5,2
E12000001,North East,region,07/08/2022,89.6,2.1
E12000001,North East,region,06/08/2022,93.6,2.1
E12000001,North East,region,05/08/2022,95.8,2
E12000001,North East,region,04/08/2022,96.3,2
E12000001,North East,region,03/08/2022,97.8,2
E12000001,North East,region,02/08/2022,101.5,1.9
E12000001,North East,region,01/08/2022,105.2,1.7
E12000001,North East,region,31/07/2022,107.4,1.7
E12000001,North East,region,30/07/2022,111.6,1.8
E12000001,North East,region,29/07/2022,116.1,2.2
E12000001,North East,region,28/07/2022,122.5,2.2
E12000001,North East,region,27/07/2022,129.5,2.4
E12000001,North East,region,26/07/2022,138.3,2.6
E12000001,North East,region,25/07/2022,146,2.9
E12000001,North East,region,24/07/2022,156.5,2.8
E12000001,North East,region,23/07/2022,164.9,2.7
E12000001,North East,region,22/07/2022,172.7,2.5
E12000001,North East,region,21/07/2022,181,2.4
E12000001,North East,region,20/07/2022,191.2,2.2
E12000001,North East,region,19/07/2022,201.8,2
E12000001,North East,region,18/07/2022,217.7,1.9
E12000001,North East,region,17/07/2022,229.9,2
E12000001,North East,region,16/07/2022,239.2,1.8
E12000001,North East,region,15/07/2022,246.2,1.9
E12000001,North East,region,14/07/2022,253.4,1.8
E12000001,North East,region,13/07/2022,258.5,1.8
E12000001,North East,region,12/07/2022,263.1,1.7
E12000001,North East,region,11/07/2022,265.1,1.7
E12000001,North East,region,10/07/2022,268.4,1.5
E12000001,North East,region,09/07/2022,270.1,1.5
E12000001,North East,region,08/07/2022,270.1,1.4
E12000001,North East,region,07/07/2022,267.8,1.4
E12000001,North East,region,06/07/2022,264.2,1.4
E12000001,North East,region,05/07/2022,257.4,1.3
E12000001,North East,region,04/07/2022,253.1,1.3
E12000001,North East,region,03/07/2022,242.7,1.3
E12000001,North East,region,02/07/2022,238.4,1.2
E12000001,North East,region,01/07/2022,234.3,1.2
E12000001,North East,region,30/06/2022,232.5,1.1
E12000001,North East,region,29/06/2022,228.7,1.2
E12000001,North East,region,28/06/2022,225.1,1.1
E12000001,North East,region,27/06/2022,221.3,1
E12000001,North East,region,26/06/2022,218.9,1.1
E12000001,North East,region,25/06/2022,212.8,1.1
E12000001,North East,region,24/06/2022,206,1.1
E12000001,North East,region,23/06/2022,198.7,1.2
E12000001,North East,region,22/06/2022,191,1.1
E12000001,North East,region,21/06/2022,184.7,1.1
E12000001,North East,region,20/06/2022,175,0.9
E12000001,North East,region,19/06/2022,167.8,0.8
E12000001,North East,region,18/06/2022,161.6,0.8
E12000001,North East,region,17/06/2022,157.5,0.7
E12000001,North East,region,16/06/2022,151.1,0.7
E12000001,North East,region,15/06/2022,147.6,0.7
E12000001,North East,region,14/06/2022,143.5,0.7
E12000001,North East,region,13/06/2022,135.7,0.9
E12000001,North East,region,12/06/2022,129,0.9
E12000001,North East,region,11/06/2022,123.1,0.9
E12000001,North East,region,10/06/2022,118.5,1
E12000001,North East,region,09/06/2022,111.7,0.9
E12000001,North East,region,08/06/2022,102.1,0.8
E12000001,North East,region,07/06/2022,91.3,0.9
E12000001,North East,region,06/06/2022,82.9,0.7
E12000001,North East,region,05/06/2022,74.1,0.7
E12000001,North East,region,04/06/2022,67,0.9
E12000001,North East,region,03/06/2022,62.8,0.8
E12000001,North East,region,02/06/2022,61.2,0.8
E12000001,North East,region,01/06/2022,61.4,0.9
E12000001,North East,region,31/05/2022,62.7,0.8
E12000001,North East,region,30/05/2022,63.8,0.9
E12000001,North East,region,29/05/2022,64.8,0.8
E12000001,North East,region,28/05/2022,67.8,0.7
E12000001,North East,region,27/05/2022,68.7,0.8
E12000001,North East,region,26/05/2022,69.8,1
E12000001,North East,region,25/05/2022,72.6,1
E12000001,North East,region,24/05/2022,74.3,1.1
E12000001,North East,region,23/05/2022,77.6,1.1
E12000001,North East,region,22/05/2022,81.5,1.2
E12000001,North East,region,21/05/2022,84.6,1.3
E12000001,North East,region,20/05/2022,87.4,1.3
E12000001,North East,region,19/05/2022,90,1.2
E12000001,North East,region,18/05/2022,90.8,1.3
E12000001,North East,region,17/05/2022,92.5,1.5
E12000001,North East,region,16/05/2022,96.7,1.4
E12000001,North East,region,15/05/2022,101.7,1.6
E12000001,North East,region,14/05/2022,101.5,1.6
E12000001,North East,region,13/05/2022,103.7,1.6
E12000001,North East,region,12/05/2022,106.8,1.7
E12000001,North East,region,11/05/2022,112.9,1.8
E12000001,North East,region,10/05/2022,120.5,1.9
E12000001,North East,region,09/05/2022,127.4,2.1
E12000001,North East,region,08/05/2022,129.6,2
E12000001,North East,region,07/05/2022,130.7,1.9
E12000001,North East,region,06/05/2022,133.3,1.9
E12000001,North East,region,05/05/2022,136,1.9
E12000001,North East,region,04/05/2022,137.7,1.9
E12000001,North East,region,03/05/2022,137.5,2.1
E12000001,North East,region,02/05/2022,137.5,2.2
E12000001,North East,region,01/05/2022,144.2,2.3
E12000001,North East,region,30/04/2022,157.8,2.3
E12000001,North East,region,29/04/2022,165.8,2.5
E12000001,North East,region,28/04/2022,175.9,2.5
E12000001,North East,region,27/04/2022,188.9,2.5
E12000001,North East,region,26/04/2022,202.9,2.4
E12000001,North East,region,25/04/2022,220.6,2.1
E12000001,North East,region,24/04/2022,232.7,2.1
E12000001,North East,region,23/04/2022,239.6,2.5
E12000001,North East,region,22/04/2022,251.9,2.8
E12000001,North East,region,21/04/2022,258.9,3
E12000001,North East,region,20/04/2022,268,3
E12000001,North East,region,19/04/2022,283.7,3.1
E12000001,North East,region,18/04/2022,295.1,3.2
E12000001,North East,region,17/04/2022,314.3,3.4
E12000001,North East,region,16/04/2022,327.1,3.2
E12000001,North East,region,15/04/2022,336.1,2.9
E12000001,North East,region,14/04/2022,352.1,3.1
E12000001,North East,region,13/04/2022,373,2.9
E12000001,North East,region,12/04/2022,395.1,2.9
E12000001,North East,region,11/04/2022,423.6,3.4
E12000001,North East,region,10/04/2022,447.1,3.4
E12000001,North East,region,09/04/2022,469.9,3.5
E12000001,North East,region,08/04/2022,483.6,3.5
E12000001,North East,region,07/04/2022,508.2,3.4
E12000001,North East,region,06/04/2022,530.7,3.5
E12000001,North East,region,05/04/2022,574.9,3.5
E12000001,North East,region,04/04/2022,616.9,3
E12000001,North East,region,03/04/2022,680.1,2.8
E12000001,North East,region,02/04/2022,711,2.7
E12000001,North East,region,01/04/2022,741.4,2.6
E12000001,North East,region,31/03/2022,763.6,2.5
E12000001,North East,region,30/03/2022,789.8,2.4
E12000001,North East,region,29/03/2022,800,2.3
E12000001,North East,region,28/03/2022,812.3,2.4
E12000001,North East,region,27/03/2022,805.1,2.3
E12000001,North East,region,26/03/2022,804.6,2.1
E12000001,North East,region,25/03/2022,792.7,1.9
E12000001,North East,region,24/03/2022,777.1,1.7
E12000001,North East,region,23/03/2022,754.6,1.5
E12000001,North East,region,22/03/2022,727.7,1.5
E12000001,North East,region,21/03/2022,688.9,1
E12000001,North East,region,20/03/2022,653,0.9
E12000001,North East,region,19/03/2022,624.9,0.9
E12000001,North East,region,18/03/2022,607.5,0.9
E12000001,North East,region,17/03/2022,585.3,0.8
E12000001,North East,region,16/03/2022,557.7,0.9
E12000001,North East,region,15/03/2022,519,0.8
E12000001,North East,region,14/03/2022,484.2,1
E12000001,North East,region,13/03/2022,439,1.1
E12000001,North East,region,12/03/2022,406.6,1.1
E12000001,North East,region,11/03/2022,375.8,1.2
E12000001,North East,region,10/03/2022,349.9,1.2
E12000001,North East,region,09/03/2022,327.6,1.2
E12000001,North East,region,08/03/2022,306.6,1.5
E12000001,North East,region,07/03/2022,283.9,1.5
E12000001,North East,region,06/03/2022,266.6,1.7
E12000001,North East,region,05/03/2022,254.9,1.8
E12000001,North East,region,04/03/2022,250.7,1.9
E12000001,North East,region,03/03/2022,242,2
E12000001,North East,region,02/03/2022,230.9,1.9
E12000001,North East,region,01/03/2022,224.6,1.7
E12000001,North East,region,28/02/2022,218.9,1.7
E12000001,North East,region,27/02/2022,215.9,1.8
E12000001,North East,region,26/02/2022,217.3,1.9
E12000001,North East,region,25/02/2022,222.1,1.9
E12000001,North East,region,24/02/2022,233.5,2
E12000001,North East,region,23/02/2022,251.4,2
E12000001,North East,region,22/02/2022,271.8,2.2
E12000001,North East,region,21/02/2022,292.3,2.4
E12000001,North East,region,20/02/2022,315.2,2.6
E12000001,North East,region,19/02/2022,331.6,2.6
E12000001,North East,region,18/02/2022,343.7,2.7
E12000001,North East,region,17/02/2022,358,2.8
E12000001,North East,region,16/02/2022,368.4,3
E12000001,North East,region,15/02/2022,384,3
E12000001,North East,region,14/02/2022,409.1,3.1
E12000001,North East,region,13/02/2022,434.7,3.1
E12000001,North East,region,12/02/2022,456.9,3.1
E12000001,North East,region,11/02/2022,476.7,3.2
E12000001,North East,region,10/02/2022,504.1,3.5
E12000001,North East,region,09/02/2022,542.8,3.7
E12000001,North East,region,08/02/2022,581.9,3.8
E12000001,North East,region,07/02/2022,628.3,4.3
E12000001,North East,region,06/02/2022,680.3,4.8
E12000001,North East,region,05/02/2022,727.5,5
E12000001,North East,region,04/02/2022,752.7,5.1
E12000001,North East,region,03/02/2022,784.4,5.4
E12000001,North East,region,02/02/2022,826.6,5.4
E12000001,North East,region,01/02/2022,879.4,5.7
E12000001,North East,region,31/01/2022,931.8,5.1
E12000001,North East,region,30/01/2022,992.3,4.9
E12000001,North East,region,29/01/2022,1042.7,4.9
E12000001,North East,region,28/01/2022,1089.7,5.3
E12000001,North East,region,27/01/2022,1141.7,5
E12000001,North East,region,26/01/2022,1189.8,5.1
E12000001,North East,region,25/01/2022,1243.8,4.8
E12000001,North East,region,24/01/2022,1300.5,5.1
E12000001,North East,region,23/01/2022,1372.3,4.8
E12000001,North East,region,22/01/2022,1411.8,4.8
E12000001,North East,region,21/01/2022,1446.9,4.3
E12000001,North East,region,20/01/2022,1479.7,4.4
E12000001,North East,region,19/01/2022,1510.5,4
E12000001,North East,region,18/01/2022,1537.6,4.3
E12000001,North East,region,17/01/2022,1581.3,4
E12000001,North East,region,16/01/2022,1624.8,4
E12000001,North East,region,15/01/2022,1646.8,3.5
E12000001,North East,region,14/01/2022,1701.7,3.5
E12000001,North East,region,13/01/2022,1825.6,3.1
E12000001,North East,region,12/01/2022,2040.5,3.1
E12000001,North East,region,11/01/2022,2347.8,2.6
E12000001,North East,region,10/01/2022,2707.4,2.4
E12000001,North East,region,09/01/2022,2898.8,2.3
E12000001,North East,region,08/01/2022,3024.8,2.1
E12000001,North East,region,07/01/2022,3034.7,2
E12000001,North East,region,06/01/2022,3077.5,1.9
E12000001,North East,region,05/01/2022,3051.7,1.9
E12000001,North East,region,04/01/2022,2919.2,1.6
E12000001,North East,region,03/01/2022,2573.6,1.6
E12000001,North East,region,02/01/2022,2297.5,1.4
E12000001,North East,region,01/01/2022,2094.7,1.5
E12000001,North East,region,31/12/2021,1942.9,1.4
E12000001,North East,region,30/12/2021,1734.1,1.2
E12000001,North East,region,29/12/2021,1494.4,1.2
E12000001,North East,region,28/12/2021,1231.9,1.3
E12000001,North East,region,27/12/2021,1064,1.5
E12000001,North East,region,26/12/2021,941.8,1.5
E12000001,North East,region,25/12/2021,859.7,1.6
E12000001,North East,region,24/12/2021,843.9,1.7
E12000001,North East,region,23/12/2021,760.7,1.8
E12000001,North East,region,22/12/2021,668.6,1.7
E12000001,North East,region,21/12/2021,594.6,1.6
E12000001,North East,region,20/12/2021,546.1,1.3
E12000001,North East,region,19/12/2021,515.3,1.3
E12000001,North East,region,18/12/2021,496.7,1.3
E12000001,North East,region,17/12/2021,477.9,1.3
E12000001,North East,region,16/12/2021,459.3,1.3
E12000001,North East,region,15/12/2021,446.6,1.4
E12000001,North East,region,14/12/2021,429.6,1.3
E12000001,North East,region,13/12/2021,409.5,1.4
E12000001,North East,region,12/12/2021,398.9,1.4
E12000001,North East,region,11/12/2021,394,1.4
E12000001,North East,region,10/12/2021,390.1,1.4
E12000001,North East,region,09/12/2021,389.4,1.3
E12000001,North East,region,08/12/2021,384.9,1.3
E12000001,North East,region,07/12/2021,384.6,1.6
E12000001,North East,region,06/12/2021,393.7,1.6
E12000001,North East,region,05/12/2021,394.6,1.5
E12000001,North East,region,04/12/2021,402.7,1.4
E12000001,North East,region,03/12/2021,389.4,1.3
E12000001,North East,region,02/12/2021,387.7,1.3
E12000001,North East,region,01/12/2021,386.9,1.2
E12000001,North East,region,30/11/2021,383.5,1
E12000001,North East,region,29/11/2021,380.9,1
E12000001,North East,region,28/11/2021,383,1.3
E12000001,North East,region,27/11/2021,376.1,1.3
E12000001,North East,region,26/11/2021,392,1.6
E12000001,North East,region,25/11/2021,396.2,1.7
E12000001,North East,region,24/11/2021,399.9,1.8
E12000001,North East,region,23/11/2021,404.7,1.7
E12000001,North East,region,22/11/2021,402.3,1.7
E12000001,North East,region,21/11/2021,398.1,1.5
E12000001,North East,region,20/11/2021,396.9,1.5
E12000001,North East,region,19/11/2021,397,1.4
E12000001,North East,region,18/11/2021,397.6,1.5
E12000001,North East,region,17/11/2021,395.5,1.8
E12000001,North East,region,16/11/2021,391.5,2
E12000001,North East,region,15/11/2021,392.2,2.2
E12000001,North East,region,14/11/2021,395.5,2.4
E12000001,North East,region,13/11/2021,397.8,2.5
E12000001,North East,region,12/11/2021,396.4,2.5
E12000001,North East,region,11/11/2021,392.2,2.6
E12000001,North East,region,10/11/2021,388.2,2.3
E12000001,North East,region,09/11/2021,387.4,2.4
E12000001,North East,region,08/11/2021,391.8,2.4
E12000001,North East,region,07/11/2021,405.1,2.3
E12000001,North East,region,06/11/2021,421.7,2.6
E12000001,North East,region,05/11/2021,435.1,2.6
E12000001,North East,region,04/11/2021,459.8,2.4
E12000001,North East,region,03/11/2021,480.6,2.4
E12000001,North East,region,02/11/2021,495.9,2.4
E12000001,North East,region,01/11/2021,505.3,2.2
E12000001,North East,region,31/10/2021,503.8,2.1
E12000001,North East,region,30/10/2021,499.5,2
E12000001,North East,region,29/10/2021,495.9,1.9
E12000001,North East,region,28/10/2021,488.2,2
E12000001,North East,region,27/10/2021,484.2,2.1
E12000001,North East,region,26/10/2021,491.7,2
E12000001,North East,region,25/10/2021,497.4,2.2
