areaCode,areaName,areaType,date,newPeopleVaccinatedThirdInjectionByVaccinationDate
E12000003,Yorkshire and The Humber,region,04/09/2022,80
E12000003,Yorkshire and The Humber,region,03/09/2022,263
E12000003,Yorkshire and The Humber,region,02/09/2022,321
E12000003,Yorkshire and The Humber,region,01/09/2022,296
E12000003,Yorkshire and The Humber,region,31/08/2022,347
E12000003,Yorkshire and The Humber,region,30/08/2022,385
E12000003,Yorkshire and The Humber,region,29/08/2022,60
E12000003,Yorkshire and The Humber,region,28/08/2022,112
E12000003,Yorkshire and The Humber,region,27/08/2022,458
E12000003,Yorkshire and The Humber,region,26/08/2022,301
E12000003,Yorkshire and The Humber,region,25/08/2022,349
E12000003,Yorkshire and The Humber,region,24/08/2022,318
E12000003,Yorkshire and The Humber,region,23/08/2022,374
E12000003,Yorkshire and The Humber,region,22/08/2022,342
E12000003,Yorkshire and The Humber,region,21/08/2022,164
E12000003,Yorkshire and The Humber,region,20/08/2022,500
E12000003,Yorkshire and The Humber,region,19/08/2022,323
E12000003,Yorkshire and The Humber,region,18/08/2022,376
E12000003,Yorkshire and The Humber,region,17/08/2022,430
E12000003,Yorkshire and The Humber,region,16/08/2022,337
E12000003,Yorkshire and The Humber,region,15/08/2022,390
E12000003,Yorkshire and The Humber,region,14/08/2022,193
E12000003,Yorkshire and The Humber,region,13/08/2022,490
E12000003,Yorkshire and The Humber,region,12/08/2022,321
E12000003,Yorkshire and The Humber,region,11/08/2022,467
E12000003,Yorkshire and The Humber,region,10/08/2022,400
E12000003,Yorkshire and The Humber,region,09/08/2022,381
E12000003,Yorkshire and The Humber,region,08/08/2022,382
E12000003,Yorkshire and The Humber,region,07/08/2022,167
E12000003,Yorkshire and The Humber,region,06/08/2022,520
E12000003,Yorkshire and The Humber,region,05/08/2022,482
E12000003,Yorkshire and The Humber,region,04/08/2022,514
E12000003,Yorkshire and The Humber,region,03/08/2022,543
E12000003,Yorkshire and The Humber,region,02/08/2022,427
E12000003,Yorkshire and The Humber,region,01/08/2022,513
E12000003,Yorkshire and The Humber,region,31/07/2022,235
E12000003,Yorkshire and The Humber,region,30/07/2022,683
E12000003,Yorkshire and The Humber,region,29/07/2022,528
E12000003,Yorkshire and The Humber,region,28/07/2022,625
E12000003,Yorkshire and The Humber,region,27/07/2022,647
E12000003,Yorkshire and The Humber,region,26/07/2022,556
E12000003,Yorkshire and The Humber,region,25/07/2022,628
E12000003,Yorkshire and The Humber,region,24/07/2022,207
E12000003,Yorkshire and The Humber,region,23/07/2022,678
E12000003,Yorkshire and The Humber,region,22/07/2022,492
E12000003,Yorkshire and The Humber,region,21/07/2022,670
E12000003,Yorkshire and The Humber,region,20/07/2022,532
E12000003,Yorkshire and The Humber,region,19/07/2022,369
E12000003,Yorkshire and The Humber,region,18/07/2022,534
E12000003,Yorkshire and The Humber,region,17/07/2022,307
E12000003,Yorkshire and The Humber,region,16/07/2022,847
E12000003,Yorkshire and The Humber,region,15/07/2022,628
E12000003,Yorkshire and The Humber,region,14/07/2022,722
E12000003,Yorkshire and The Humber,region,13/07/2022,564
E12000003,Yorkshire and The Humber,region,12/07/2022,637
E12000003,Yorkshire and The Humber,region,11/07/2022,650
E12000003,Yorkshire and The Humber,region,10/07/2022,221
E12000003,Yorkshire and The Humber,region,09/07/2022,667
E12000003,Yorkshire and The Humber,region,08/07/2022,607
E12000003,Yorkshire and The Humber,region,07/07/2022,710
E12000003,Yorkshire and The Humber,region,06/07/2022,604
E12000003,Yorkshire and The Humber,region,05/07/2022,516
E12000003,Yorkshire and The Humber,region,04/07/2022,603
E12000003,Yorkshire and The Humber,region,03/07/2022,213
E12000003,Yorkshire and The Humber,region,02/07/2022,845
E12000003,Yorkshire and The Humber,region,01/07/2022,555
E12000003,Yorkshire and The Humber,region,30/06/2022,609
E12000003,Yorkshire and The Humber,region,29/06/2022,641
E12000003,Yorkshire and The Humber,region,28/06/2022,562
E12000003,Yorkshire and The Humber,region,27/06/2022,612
E12000003,Yorkshire and The Humber,region,26/06/2022,331
E12000003,Yorkshire and The Humber,region,25/06/2022,880
E12000003,Yorkshire and The Humber,region,24/06/2022,568
E12000003,Yorkshire and The Humber,region,23/06/2022,569
E12000003,Yorkshire and The Humber,region,22/06/2022,592
E12000003,Yorkshire and The Humber,region,21/06/2022,545
E12000003,Yorkshire and The Humber,region,20/06/2022,559
E12000003,Yorkshire and The Humber,region,19/06/2022,244
E12000003,Yorkshire and The Humber,region,18/06/2022,948
E12000003,Yorkshire and The Humber,region,17/06/2022,619
E12000003,Yorkshire and The Humber,region,16/06/2022,642
E12000003,Yorkshire and The Humber,region,15/06/2022,609
E12000003,Yorkshire and The Humber,region,14/06/2022,668
E12000003,Yorkshire and The Humber,region,13/06/2022,580
E12000003,Yorkshire and The Humber,region,12/06/2022,383
E12000003,Yorkshire and The Humber,region,11/06/2022,1041
E12000003,Yorkshire and The Humber,region,10/06/2022,674
E12000003,Yorkshire and The Humber,region,09/06/2022,870
E12000003,Yorkshire and The Humber,region,08/06/2022,724
E12000003,Yorkshire and The Humber,region,07/06/2022,751
E12000003,Yorkshire and The Humber,region,06/06/2022,758
E12000003,Yorkshire and The Humber,region,05/06/2022,240
E12000003,Yorkshire and The Humber,region,04/06/2022,595
E12000003,Yorkshire and The Humber,region,03/06/2022,180
E12000003,Yorkshire and The Humber,region,02/06/2022,270
E12000003,Yorkshire and The Humber,region,01/06/2022,844
E12000003,Yorkshire and The Humber,region,31/05/2022,897
E12000003,Yorkshire and The Humber,region,30/05/2022,860
E12000003,Yorkshire and The Humber,region,29/05/2022,545
E12000003,Yorkshire and The Humber,region,28/05/2022,1065
E12000003,Yorkshire and The Humber,region,27/05/2022,934
E12000003,Yorkshire and The Humber,region,26/05/2022,982
E12000003,Yorkshire and The Humber,region,25/05/2022,902
E12000003,Yorkshire and The Humber,region,24/05/2022,948
E12000003,Yorkshire and The Humber,region,23/05/2022,880
E12000003,Yorkshire and The Humber,region,22/05/2022,529
E12000003,Yorkshire and The Humber,region,21/05/2022,1378
E12000003,Yorkshire and The Humber,region,20/05/2022,1081
E12000003,Yorkshire and The Humber,region,19/05/2022,1249
E12000003,Yorkshire and The Humber,region,18/05/2022,1090
E12000003,Yorkshire and The Humber,region,17/05/2022,1119
E12000003,Yorkshire and The Humber,region,16/05/2022,922
E12000003,Yorkshire and The Humber,region,15/05/2022,624
E12000003,Yorkshire and The Humber,region,14/05/2022,1523
E12000003,Yorkshire and The Humber,region,13/05/2022,1045
E12000003,Yorkshire and The Humber,region,12/05/2022,1172
E12000003,Yorkshire and The Humber,region,11/05/2022,1252
E12000003,Yorkshire and The Humber,region,10/05/2022,1084
E12000003,Yorkshire and The Humber,region,09/05/2022,1006
E12000003,Yorkshire and The Humber,region,08/05/2022,737
E12000003,Yorkshire and The Humber,region,07/05/2022,1678
E12000003,Yorkshire and The Humber,region,06/05/2022,1256
E12000003,Yorkshire and The Humber,region,05/05/2022,1337
E12000003,Yorkshire and The Humber,region,04/05/2022,1399
E12000003,Yorkshire and The Humber,region,03/05/2022,1110
E12000003,Yorkshire and The Humber,region,02/05/2022,236
E12000003,Yorkshire and The Humber,region,01/05/2022,597
E12000003,Yorkshire and The Humber,region,30/04/2022,1861
E12000003,Yorkshire and The Humber,region,29/04/2022,1283
E12000003,Yorkshire and The Humber,region,28/04/2022,1293
E12000003,Yorkshire and The Humber,region,27/04/2022,1396
E12000003,Yorkshire and The Humber,region,26/04/2022,1119
E12000003,Yorkshire and The Humber,region,25/04/2022,1231
E12000003,Yorkshire and The Humber,region,24/04/2022,816
E12000003,Yorkshire and The Humber,region,23/04/2022,1748
E12000003,Yorkshire and The Humber,region,22/04/2022,1280
E12000003,Yorkshire and The Humber,region,21/04/2022,1316
E12000003,Yorkshire and The Humber,region,20/04/2022,1461
E12000003,Yorkshire and The Humber,region,19/04/2022,1218
E12000003,Yorkshire and The Humber,region,18/04/2022,382
E12000003,Yorkshire and The Humber,region,17/04/2022,264
E12000003,Yorkshire and The Humber,region,16/04/2022,1040
E12000003,Yorkshire and The Humber,region,15/04/2022,447
E12000003,Yorkshire and The Humber,region,14/04/2022,1320
E12000003,Yorkshire and The Humber,region,13/04/2022,1481
E12000003,Yorkshire and The Humber,region,12/04/2022,1321
E12000003,Yorkshire and The Humber,region,11/04/2022,1363
E12000003,Yorkshire and The Humber,region,10/04/2022,944
E12000003,Yorkshire and The Humber,region,09/04/2022,1615
E12000003,Yorkshire and The Humber,region,08/04/2022,1356
E12000003,Yorkshire and The Humber,region,07/04/2022,1201
E12000003,Yorkshire and The Humber,region,06/04/2022,1211
E12000003,Yorkshire and The Humber,region,05/04/2022,1190
E12000003,Yorkshire and The Humber,region,04/04/2022,1182
E12000003,Yorkshire and The Humber,region,03/04/2022,873
E12000003,Yorkshire and The Humber,region,02/04/2022,1536
E12000003,Yorkshire and The Humber,region,01/04/2022,1112
E12000003,Yorkshire and The Humber,region,31/03/2022,1246
E12000003,Yorkshire and The Humber,region,30/03/2022,1355
E12000003,Yorkshire and The Humber,region,29/03/2022,1064
E12000003,Yorkshire and The Humber,region,28/03/2022,1059
E12000003,Yorkshire and The Humber,region,27/03/2022,664
E12000003,Yorkshire and The Humber,region,26/03/2022,1403
E12000003,Yorkshire and The Humber,region,25/03/2022,1273
E12000003,Yorkshire and The Humber,region,24/03/2022,1266
E12000003,Yorkshire and The Humber,region,23/03/2022,1357
E12000003,Yorkshire and The Humber,region,22/03/2022,1260
E12000003,Yorkshire and The Humber,region,21/03/2022,1187
E12000003,Yorkshire and The Humber,region,20/03/2022,913
E12000003,Yorkshire and The Humber,region,19/03/2022,1536
E12000003,Yorkshire and The Humber,region,18/03/2022,1313
E12000003,Yorkshire and The Humber,region,17/03/2022,1159
E12000003,Yorkshire and The Humber,region,16/03/2022,1437
E12000003,Yorkshire and The Humber,region,15/03/2022,1159
E12000003,Yorkshire and The Humber,region,14/03/2022,1216
E12000003,Yorkshire and The Humber,region,13/03/2022,978
E12000003,Yorkshire and The Humber,region,12/03/2022,1706
E12000003,Yorkshire and The Humber,region,11/03/2022,1403
E12000003,Yorkshire and The Humber,region,10/03/2022,1314
E12000003,Yorkshire and The Humber,region,09/03/2022,1242
E12000003,Yorkshire and The Humber,region,08/03/2022,1065
E12000003,Yorkshire and The Humber,region,07/03/2022,1134
E12000003,Yorkshire and The Humber,region,06/03/2022,1055
E12000003,Yorkshire and The Humber,region,05/03/2022,1674
E12000003,Yorkshire and The Humber,region,04/03/2022,1465
E12000003,Yorkshire and The Humber,region,03/03/2022,1343
E12000003,Yorkshire and The Humber,region,02/03/2022,1457
E12000003,Yorkshire and The Humber,region,01/03/2022,1153
E12000003,Yorkshire and The Humber,region,28/02/2022,1441
E12000003,Yorkshire and The Humber,region,27/02/2022,1309
E12000003,Yorkshire and The Humber,region,26/02/2022,1919
E12000003,Yorkshire and The Humber,region,25/02/2022,1607
E12000003,Yorkshire and The Humber,region,24/02/2022,1883
E12000003,Yorkshire and The Humber,region,23/02/2022,1788
E12000003,Yorkshire and The Humber,region,22/02/2022,1603
E12000003,Yorkshire and The Humber,region,21/02/2022,1586
E12000003,Yorkshire and The Humber,region,20/02/2022,1033
E12000003,Yorkshire and The Humber,region,19/02/2022,2031
E12000003,Yorkshire and The Humber,region,18/02/2022,1847
E12000003,Yorkshire and The Humber,region,17/02/2022,1955
E12000003,Yorkshire and The Humber,region,16/02/2022,2118
E12000003,Yorkshire and The Humber,region,15/02/2022,1889
E12000003,Yorkshire and The Humber,region,14/02/2022,1712
E12000003,Yorkshire and The Humber,region,13/02/2022,1441
E12000003,Yorkshire and The Humber,region,12/02/2022,2707
E12000003,Yorkshire and The Humber,region,11/02/2022,2549
E12000003,Yorkshire and The Humber,region,10/02/2022,2155
E12000003,Yorkshire and The Humber,region,09/02/2022,1803
E12000003,Yorkshire and The Humber,region,08/02/2022,1614
E12000003,Yorkshire and The Humber,region,07/02/2022,1808
E12000003,Yorkshire and The Humber,region,06/02/2022,1415
E12000003,Yorkshire and The Humber,region,05/02/2022,2632
E12000003,Yorkshire and The Humber,region,04/02/2022,2602
E12000003,Yorkshire and The Humber,region,03/02/2022,2553
E12000003,Yorkshire and The Humber,region,02/02/2022,2212
E12000003,Yorkshire and The Humber,region,01/02/2022,2025
E12000003,Yorkshire and The Humber,region,31/01/2022,2341
E12000003,Yorkshire and The Humber,region,30/01/2022,2459
E12000003,Yorkshire and The Humber,region,29/01/2022,3736
E12000003,Yorkshire and The Humber,region,28/01/2022,4114
E12000003,Yorkshire and The Humber,region,27/01/2022,3812
E12000003,Yorkshire and The Humber,region,26/01/2022,3491
E12000003,Yorkshire and The Humber,region,25/01/2022,3194
E12000003,Yorkshire and The Humber,region,24/01/2022,3223
E12000003,Yorkshire and The Humber,region,23/01/2022,2907
E12000003,Yorkshire and The Humber,region,22/01/2022,5090
E12000003,Yorkshire and The Humber,region,21/01/2022,4640
E12000003,Yorkshire and The Humber,region,20/01/2022,3750
E12000003,Yorkshire and The Humber,region,19/01/2022,4498
E12000003,Yorkshire and The Humber,region,18/01/2022,4301
E12000003,Yorkshire and The Humber,region,17/01/2022,4462
E12000003,Yorkshire and The Humber,region,16/01/2022,4286
E12000003,Yorkshire and The Humber,region,15/01/2022,7934
E12000003,Yorkshire and The Humber,region,14/01/2022,7020
E12000003,Yorkshire and The Humber,region,13/01/2022,7484
E12000003,Yorkshire and The Humber,region,12/01/2022,9078
E12000003,Yorkshire and The Humber,region,11/01/2022,9131
E12000003,Yorkshire and The Humber,region,10/01/2022,9098
E12000003,Yorkshire and The Humber,region,09/01/2022,10587
E12000003,Yorkshire and The Humber,region,08/01/2022,21026
E12000003,Yorkshire and The Humber,region,07/01/2022,15337
E12000003,Yorkshire and The Humber,region,06/01/2022,16257
E12000003,Yorkshire and The Humber,region,05/01/2022,18427
E12000003,Yorkshire and The Humber,region,04/01/2022,15600
E12000003,Yorkshire and The Humber,region,03/01/2022,6883
E12000003,Yorkshire and The Humber,region,02/01/2022,8172
E12000003,Yorkshire and The Humber,region,01/01/2022,1195
E12000003,Yorkshire and The Humber,region,31/12/2021,8715
E12000003,Yorkshire and The Humber,region,30/12/2021,26576
E12000003,Yorkshire and The Humber,region,29/12/2021,28177
E12000003,Yorkshire and The Humber,region,28/12/2021,21811
E12000003,Yorkshire and The Humber,region,27/12/2021,17531
E12000003,Yorkshire and The Humber,region,26/12/2021,1182
E12000003,Yorkshire and The Humber,region,25/12/2021,118
E12000003,Yorkshire and The Humber,region,24/12/2021,8535
E12000003,Yorkshire and The Humber,region,23/12/2021,38735
E12000003,Yorkshire and The Humber,region,22/12/2021,58483
E12000003,Yorkshire and The Humber,region,21/12/2021,66197
E12000003,Yorkshire and The Humber,region,20/12/2021,69935
E12000003,Yorkshire and The Humber,region,19/12/2021,71165
E12000003,Yorkshire and The Humber,region,18/12/2021,85666
E12000003,Yorkshire and The Humber,region,17/12/2021,69456
E12000003,Yorkshire and The Humber,region,16/12/2021,75055
E12000003,Yorkshire and The Humber,region,15/12/2021,63711
E12000003,Yorkshire and The Humber,region,14/12/2021,49761
E12000003,Yorkshire and The Humber,region,13/12/2021,38031
E12000003,Yorkshire and The Humber,region,12/12/2021,35341
E12000003,Yorkshire and The Humber,region,11/12/2021,47681
E12000003,Yorkshire and The Humber,region,10/12/2021,34905
E12000003,Yorkshire and The Humber,region,09/12/2021,38641
E12000003,Yorkshire and The Humber,region,08/12/2021,34334
E12000003,Yorkshire and The Humber,region,07/12/2021,31107
E12000003,Yorkshire and The Humber,region,06/12/2021,25556
E12000003,Yorkshire and The Humber,region,05/12/2021,21621
E12000003,Yorkshire and The Humber,region,04/12/2021,44995
E12000003,Yorkshire and The Humber,region,03/12/2021,30074
E12000003,Yorkshire and The Humber,region,02/12/2021,33975
E12000003,Yorkshire and The Humber,region,01/12/2021,32839
E12000003,Yorkshire and The Humber,region,30/11/2021,27849
E12000003,Yorkshire and The Humber,region,29/11/2021,21036
E12000003,Yorkshire and The Humber,region,28/11/2021,20321
E12000003,Yorkshire and The Humber,region,27/11/2021,43884
E12000003,Yorkshire and The Humber,region,26/11/2021,28903
E12000003,Yorkshire and The Humber,region,25/11/2021,33707
E12000003,Yorkshire and The Humber,region,24/11/2021,31959
E12000003,Yorkshire and The Humber,region,23/11/2021,25757
E12000003,Yorkshire and The Humber,region,22/11/2021,22218
E12000003,Yorkshire and The Humber,region,21/11/2021,20464
E12000003,Yorkshire and The Humber,region,20/11/2021,44620
E12000003,Yorkshire and The Humber,region,19/11/2021,28735
E12000003,Yorkshire and The Humber,region,18/11/2021,30929
E12000003,Yorkshire and The Humber,region,17/11/2021,29837
E12000003,Yorkshire and The Humber,region,16/11/2021,25997
E12000003,Yorkshire and The Humber,region,15/11/2021,21033
E12000003,Yorkshire and The Humber,region,14/11/2021,15423
E12000003,Yorkshire and The Humber,region,13/11/2021,45826
E12000003,Yorkshire and The Humber,region,12/11/2021,28496
E12000003,Yorkshire and The Humber,region,11/11/2021,28890
E12000003,Yorkshire and The Humber,region,10/11/2021,28470
E12000003,Yorkshire and The Humber,region,09/11/2021,24866
E12000003,Yorkshire and The Humber,region,08/11/2021,19860
E12000003,Yorkshire and The Humber,region,07/11/2021,14563
E12000003,Yorkshire and The Humber,region,06/11/2021,42416
E12000003,Yorkshire and The Humber,region,05/11/2021,24494
E12000003,Yorkshire and The Humber,region,04/11/2021,26502
E12000003,Yorkshire and The Humber,region,03/11/2021,28884
E12000003,Yorkshire and The Humber,region,02/11/2021,19840
E12000003,Yorkshire and The Humber,region,01/11/2021,17659
E12000003,Yorkshire and The Humber,region,31/10/2021,11681
E12000003,Yorkshire and The Humber,region,30/10/2021,35763
E12000003,Yorkshire and The Humber,region,29/10/2021,24787
E12000003,Yorkshire and The Humber,region,28/10/2021,25062
E12000003,Yorkshire and The Humber,region,27/10/2021,21149
E12000003,Yorkshire and The Humber,region,26/10/2021,18272
E12000003,Yorkshire and The Humber,region,25/10/2021,14854
E12000003,Yorkshire and The Humber,region,24/10/2021,12257
E12000003,Yorkshire and The Humber,region,23/10/2021,36745
E12000003,Yorkshire and The Humber,region,22/10/2021,23319
E12000003,Yorkshire and The Humber,region,21/10/2021,24191
E12000003,Yorkshire and The Humber,region,20/10/2021,23976
E12000003,Yorkshire and The Humber,region,19/10/2021,18580
E12000003,Yorkshire and The Humber,region,18/10/2021,11264
E12000003,Yorkshire and The Humber,region,17/10/2021,9042
E12000003,Yorkshire and The Humber,region,16/10/2021,34579
E12000003,Yorkshire and The Humber,region,15/10/2021,20722
E12000003,Yorkshire and The Humber,region,14/10/2021,22372
E12000003,Yorkshire and The Humber,region,13/10/2021,19250
E12000003,Yorkshire and The Humber,region,12/10/2021,15441
E12000003,Yorkshire and The Humber,region,11/10/2021,12141
E12000003,Yorkshire and The Humber,region,10/10/2021,7556
E12000003,Yorkshire and The Humber,region,09/10/2021,27707
E12000003,Yorkshire and The Humber,region,08/10/2021,18046
E12000003,Yorkshire and The Humber,region,07/10/2021,20888
E12000003,Yorkshire and The Humber,region,06/10/2021,20290
E12000003,Yorkshire and The Humber,region,05/10/2021,15193
E12000003,Yorkshire and The Humber,region,04/10/2021,12051
E12000003,Yorkshire and The Humber,region,03/10/2021,8998
E12000003,Yorkshire and The Humber,region,02/10/2021,23757
E12000003,Yorkshire and The Humber,region,01/10/2021,14994
E12000003,Yorkshire and The Humber,region,30/09/2021,14335
E12000003,Yorkshire and The Humber,region,29/09/2021,13006
E12000003,Yorkshire and The Humber,region,28/09/2021,8924
E12000003,Yorkshire and The Humber,region,27/09/2021,6929
E12000003,Yorkshire and The Humber,region,26/09/2021,4868
E12000003,Yorkshire and The Humber,region,25/09/2021,10042
E12000003,Yorkshire and The Humber,region,24/09/2021,5623
E12000003,Yorkshire and The Humber,region,23/09/2021,4355
E12000003,Yorkshire and The Humber,region,22/09/2021,3099
E12000003,Yorkshire and The Humber,region,21/09/2021,1453
E12000003,Yorkshire and The Humber,region,20/09/2021,352
E12000003,Yorkshire and The Humber,region,19/09/2021,148
E12000003,Yorkshire and The Humber,region,18/09/2021,442
E12000003,Yorkshire and The Humber,region,17/09/2021,155
E12000003,Yorkshire and The Humber,region,16/09/2021,165
E12000003,Yorkshire and The Humber,region,15/09/2021,128
E12000003,Yorkshire and The Humber,region,14/09/2021,25
E12000003,Yorkshire and The Humber,region,13/09/2021,14
E12000003,Yorkshire and The Humber,region,12/09/2021,1
E12000003,Yorkshire and The Humber,region,11/09/2021,165
E12000003,Yorkshire and The Humber,region,10/09/2021,22
E12000003,Yorkshire and The Humber,region,09/09/2021,12
E12000003,Yorkshire and The Humber,region,08/09/2021,18
E12000003,Yorkshire and The Humber,region,07/09/2021,5
E12000003,Yorkshire and The Humber,region,06/09/2021,6
E12000003,Yorkshire and The Humber,region,05/09/2021,5
E12000003,Yorkshire and The Humber,region,04/09/2021,8
E12000003,Yorkshire and The Humber,region,03/09/2021,10
E12000003,Yorkshire and The Humber,region,02/09/2021,9
E12000003,Yorkshire and The Humber,region,01/09/2021,11
E12000003,Yorkshire and The Humber,region,31/08/2021,13
E12000003,Yorkshire and The Humber,region,30/08/2021,7
E12000003,Yorkshire and The Humber,region,29/08/2021,4
E12000003,Yorkshire and The Humber,region,28/08/2021,6
E12000003,Yorkshire and The Humber,region,27/08/2021,7
E12000003,Yorkshire and The Humber,region,26/08/2021,7
E12000003,Yorkshire and The Humber,region,25/08/2021,6
E12000003,Yorkshire and The Humber,region,24/08/2021,8
E12000003,Yorkshire and The Humber,region,23/08/2021,8
E12000003,Yorkshire and The Humber,region,22/08/2021,6
E12000003,Yorkshire and The Humber,region,21/08/2021,6
E12000003,Yorkshire and The Humber,region,20/08/2021,10
E12000003,Yorkshire and The Humber,region,19/08/2021,11
E12000003,Yorkshire and The Humber,region,18/08/2021,12
E12000003,Yorkshire and The Humber,region,17/08/2021,2
E12000003,Yorkshire and The Humber,region,16/08/2021,7
E12000003,Yorkshire and The Humber,region,15/08/2021,4
E12000003,Yorkshire and The Humber,region,14/08/2021,9
E12000003,Yorkshire and The Humber,region,13/08/2021,16
E12000003,Yorkshire and The Humber,region,12/08/2021,6
E12000003,Yorkshire and The Humber,region,11/08/2021,3
E12000003,Yorkshire and The Humber,region,10/08/2021,1
E12000003,Yorkshire and The Humber,region,09/08/2021,7
E12000003,Yorkshire and The Humber,region,08/08/2021,7
E12000003,Yorkshire and The Humber,region,07/08/2021,2
E12000003,Yorkshire and The Humber,region,06/08/2021,2
E12000003,Yorkshire and The Humber,region,05/08/2021,9
E12000003,Yorkshire and The Humber,region,04/08/2021,4
E12000003,Yorkshire and The Humber,region,03/08/2021,4
E12000003,Yorkshire and The Humber,region,02/08/2021,7
E12000003,Yorkshire and The Humber,region,01/08/2021,5
E12000003,Yorkshire and The Humber,region,31/07/2021,6
E12000003,Yorkshire and The Humber,region,30/07/2021,3
E12000003,Yorkshire and The Humber,region,29/07/2021,11
E12000003,Yorkshire and The Humber,region,28/07/2021,5
E12000003,Yorkshire and The Humber,region,27/07/2021,4
E12000003,Yorkshire and The Humber,region,26/07/2021,3
E12000003,Yorkshire and The Humber,region,25/07/2021,3
E12000003,Yorkshire and The Humber,region,24/07/2021,4
E12000003,Yorkshire and The Humber,region,23/07/2021,13
E12000003,Yorkshire and The Humber,region,22/07/2021,15
E12000003,Yorkshire and The Humber,region,21/07/2021,11
E12000003,Yorkshire and The Humber,region,20/07/2021,9
E12000003,Yorkshire and The Humber,region,19/07/2021,14
E12000003,Yorkshire and The Humber,region,18/07/2021,2
E12000003,Yorkshire and The Humber,region,17/07/2021,4
E12000003,Yorkshire and The Humber,region,16/07/2021,18
E12000003,Yorkshire and The Humber,region,15/07/2021,21
E12000003,Yorkshire and The Humber,region,14/07/2021,5
E12000003,Yorkshire and The Humber,region,13/07/2021,3
E12000003,Yorkshire and The Humber,region,12/07/2021,7
E12000003,Yorkshire and The Humber,region,11/07/2021,8
E12000003,Yorkshire and The Humber,region,10/07/2021,8
E12000003,Yorkshire and The Humber,region,09/07/2021,3
E12000003,Yorkshire and The Humber,region,08/07/2021,13
E12000003,Yorkshire and The Humber,region,07/07/2021,6
E12000003,Yorkshire and The Humber,region,06/07/2021,6
E12000003,Yorkshire and The Humber,region,05/07/2021,6
E12000003,Yorkshire and The Humber,region,04/07/2021,1
E12000003,Yorkshire and The Humber,region,03/07/2021,20
E12000003,Yorkshire and The Humber,region,02/07/2021,12
E12000003,Yorkshire and The Humber,region,01/07/2021,26
E12000003,Yorkshire and The Humber,region,30/06/2021,10
E12000003,Yorkshire and The Humber,region,29/06/2021,15
E12000003,Yorkshire and The Humber,region,28/06/2021,17
E12000003,Yorkshire and The Humber,region,27/06/2021,6
E12000003,Yorkshire and The Humber,region,26/06/2021,11
E12000003,Yorkshire and The Humber,region,25/06/2021,10
E12000003,Yorkshire and The Humber,region,24/06/2021,18
E12000003,Yorkshire and The Humber,region,23/06/2021,17
E12000003,Yorkshire and The Humber,region,22/06/2021,16
E12000003,Yorkshire and The Humber,region,21/06/2021,8
E12000003,Yorkshire and The Humber,region,20/06/2021,3
E12000003,Yorkshire and The Humber,region,19/06/2021,10
E12000003,Yorkshire and The Humber,region,18/06/2021,30
E12000003,Yorkshire and The Humber,region,17/06/2021,108
E12000003,Yorkshire and The Humber,region,16/06/2021,7
E12000003,Yorkshire and The Humber,region,15/06/2021,7
E12000003,Yorkshire and The Humber,region,14/06/2021,5
E12000003,Yorkshire and The Humber,region,13/06/2021,2
E12000003,Yorkshire and The Humber,region,12/06/2021,8
E12000003,Yorkshire and The Humber,region,11/06/2021,18
E12000003,Yorkshire and The Humber,region,10/06/2021,18
E12000003,Yorkshire and The Humber,region,09/06/2021,5
E12000003,Yorkshire and The Humber,region,08/06/2021,4
E12000003,Yorkshire and The Humber,region,07/06/2021,5
E12000003,Yorkshire and The Humber,region,06/06/2021,3
E12000003,Yorkshire and The Humber,region,05/06/2021,11
E12000003,Yorkshire and The Humber,region,04/06/2021,16
E12000003,Yorkshire and The Humber,region,03/06/2021,16
E12000003,Yorkshire and The Humber,region,02/06/2021,20
E12000003,Yorkshire and The Humber,region,01/06/2021,10
E12000003,Yorkshire and The Humber,region,31/05/2021,3
E12000003,Yorkshire and The Humber,region,30/05/2021,3
E12000003,Yorkshire and The Humber,region,29/05/2021,10
E12000003,Yorkshire and The Humber,region,28/05/2021,13
E12000003,Yorkshire and The Humber,region,27/05/2021,10
E12000003,Yorkshire and The Humber,region,26/05/2021,9
E12000003,Yorkshire and The Humber,region,25/05/2021,7
E12000003,Yorkshire and The Humber,region,24/05/2021,7
E12000003,Yorkshire and The Humber,region,23/05/2021,1
E12000003,Yorkshire and The Humber,region,22/05/2021,20
E12000003,Yorkshire and The Humber,region,21/05/2021,8
E12000003,Yorkshire and The Humber,region,20/05/2021,7
E12000003,Yorkshire and The Humber,region,19/05/2021,16
E12000003,Yorkshire and The Humber,region,18/05/2021,3
E12000003,Yorkshire and The Humber,region,17/05/2021,2
E12000003,Yorkshire and The Humber,region,16/05/2021,3
E12000003,Yorkshire and The Humber,region,15/05/2021,10
E12000003,Yorkshire and The Humber,region,14/05/2021,17
E12000003,Yorkshire and The Humber,region,13/05/2021,18
E12000003,Yorkshire and The Humber,region,12/05/2021,14
E12000003,Yorkshire and The Humber,region,11/05/2021,13
E12000003,Yorkshire and The Humber,region,10/05/2021,13
E12000003,Yorkshire and The Humber,region,09/05/2021,6
E12000003,Yorkshire and The Humber,region,08/05/2021,4
E12000003,Yorkshire and The Humber,region,07/05/2021,7
E12000003,Yorkshire and The Humber,region,06/05/2021,9
E12000003,Yorkshire and The Humber,region,05/05/2021,7
E12000003,Yorkshire and The Humber,region,04/05/2021,1
E12000003,Yorkshire and The Humber,region,03/05/2021,1
